time,Bx,By,Bz,BT
15.244182,-19.89,28.06,-8.47,35.42
15.258058,-19.86,28.34,-8.20,35.57
15.264778,-19.95,28.66,-8.19,35.86
15.272617,-20.03,28.73,-8.16,35.96
15.285044,-20.03,28.65,-8.16,35.90
15.293171,-20.15,28.69,-8.30,36.03
15.302854,-20.15,28.65,-8.32,36.00
15.312987,-20.26,28.72,-8.31,36.12
15.323724,-20.35,28.69,-8.41,36.17
15.333100,-20.39,28.79,-8.28,36.24
15.343069,-20.41,28.91,-8.09,36.30
15.358249,-20.43,28.90,-7.88,36.26
15.363273,-20.46,28.93,-7.89,36.30
15.372993,-20.37,28.94,-7.94,36.27
15.382789,-20.40,28.85,-7.88,36.20
15.394720,-20.24,28.68,-7.97,36.00
15.404805,-20.25,28.71,-7.93,36.02
15.412947,-20.24,28.69,-7.93,36.00
15.422610,-20.12,28.69,-8.09,35.97
15.433322,-20.14,28.79,-8.26,36.10
15.444717,-20.17,28.78,-8.06,36.06
15.457911,-20.19,28.79,-8.06,36.08
15.463171,-20.09,28.84,-8.10,36.07
15.473615,-20.18,28.80,-8.04,36.08
15.482748,-20.03,28.74,-7.99,35.94
15.493118,-20.03,28.65,-7.97,35.85
15.503108,-20.07,28.56,-7.92,35.79
15.513002,-20.01,28.56,-7.77,35.73
15.522991,-19.97,28.66,-7.95,35.82
15.542431,-19.97,28.72,-7.97,35.88
15.551128,-20.01,28.83,-7.84,35.96
15.558464,-19.98,28.98,-7.84,36.06
15.562899,-20.07,28.99,-7.82,36.11
15.573847,-20.12,28.96,-7.91,36.14
15.583029,-20.15,28.93,-7.86,36.12
15.594028,-20.20,28.91,-7.92,36.15
15.602792,-20.28,28.84,-7.78,36.10
15.613129,-20.26,28.93,-7.70,36.15
15.623339,-20.34,28.89,-7.75,36.17
15.639503,-20.33,28.79,-7.80,36.10
15.645332,-20.39,28.90,-7.83,36.23
15.653845,-20.36,28.88,-7.75,36.17
15.662995,-20.28,28.83,-7.88,36.12
15.674196,-20.28,28.73,-7.93,36.05
15.684334,-20.25,28.67,-8.10,36.02
15.693043,-20.26,28.65,-8.14,36.02
15.703093,-20.24,28.69,-8.16,36.05
15.713146,-20.33,28.74,-8.20,36.15
15.723618,-20.31,28.69,-8.26,36.11
15.738747,-20.30,28.87,-8.31,36.25
15.746287,-20.29,29.01,-8.26,36.35
15.754362,-20.28,29.06,-8.39,36.42
15.762701,-20.24,29.04,-8.54,36.41
15.773764,-20.14,28.96,-8.58,36.31
15.783755,-20.03,28.80,-8.81,36.17
15.793458,-19.92,28.73,-8.94,36.09
15.805247,-19.82,28.72,-9.14,36.07
15.812648,-19.69,28.72,-9.37,36.06
15.822812,-19.63,28.72,-9.65,36.10
15.836492,-19.53,28.76,-9.59,36.06
15.844630,-19.42,28.78,-9.59,36.02
15.852691,-19.39,28.69,-9.77,35.98
15.862376,-19.32,28.56,-9.94,35.89
15.872721,-19.23,28.60,-10.06,35.90
15.882788,-19.13,28.60,-10.24,35.90
15.893004,-19.03,28.46,-10.36,35.77
15.902923,-18.96,28.45,-10.30,35.71
15.913984,-18.85,28.51,-10.57,35.77
15.924019,-18.73,28.65,-10.83,35.90
15.932974,-18.70,28.71,-11.02,35.99
15.943097,-18.63,28.89,-11.11,36.13
15.956788,-18.58,28.94,-11.36,36.22
15.966754,-18.53,29.00,-11.55,36.30
15.973048,-18.46,28.96,-11.75,36.30
15.983426,-18.39,28.94,-12.00,36.33
15.993025,-18.24,28.85,-12.20,36.25
16.002258,-18.13,28.67,-12.36,36.10
16.012006,-17.90,28.58,-12.48,35.96
16.022342,-17.74,28.65,-12.69,36.00
16.033925,-17.63,28.61,-12.90,35.99
16.043288,-17.53,28.63,-13.01,36.00
16.056569,-17.39,28.80,-13.22,36.15
16.067680,-17.24,28.82,-13.58,36.22
16.073393,-17.13,28.69,-13.91,36.20
16.083006,-16.98,28.73,-14.24,36.28
16.092952,-16.87,28.67,-14.58,36.32
16.102485,-16.71,28.57,-14.68,36.21
16.112872,-16.46,28.58,-14.80,36.15
16.122763,-16.16,28.51,-15.14,36.10
16.132700,-15.96,28.46,-15.25,36.02
16.149339,-15.71,28.54,-15.31,35.99
16.153138,-15.46,28.71,-15.49,36.10
16.165311,-15.19,28.74,-15.48,36.01
16.172449,-14.99,28.77,-15.70,36.04
16.183132,-14.74,28.93,-15.96,36.17
16.193217,-14.48,28.84,-16.27,36.14
16.202539,-14.25,28.68,-16.46,36.01
16.212325,-14.05,28.71,-16.76,36.09
16.223710,-13.90,28.58,-17.03,36.06
16.232503,-13.83,28.56,-17.12,36.06
16.247851,-13.70,28.73,-17.39,36.27
16.257703,-13.48,28.91,-17.47,36.37
16.264292,-13.22,28.87,-17.69,36.35
16.273000,-13.03,28.95,-17.79,36.39
16.283134,-12.80,29.15,-17.84,36.49
16.293819,-12.51,29.29,-17.92,36.55
16.304006,-12.20,29.30,-18.09,36.54
16.313265,-11.85,29.43,-18.34,36.64
16.323407,-11.50,29.40,-18.51,36.60
16.333142,-11.26,29.54,-18.62,36.68
16.348217,-11.11,29.74,-18.62,36.81
16.353154,-10.81,29.89,-18.70,36.88
16.363385,-10.64,29.88,-18.80,36.87
16.372279,-10.46,29.68,-19.04,36.78
16.383616,-10.27,29.71,-19.08,36.77
16.392785,-10.15,29.72,-19.12,36.77
16.405037,-10.03,29.58,-19.12,36.62
16.412725,-9.88,29.58,-19.22,36.64
16.424108,-9.69,29.40,-19.36,36.51
16.432906,-9.58,29.38,-19.53,36.56
16.443635,-9.44,29.58,-19.57,36.71
16.452669,-9.33,29.80,-19.42,36.78
16.462737,-9.20,29.98,-19.58,36.97
16.478444,-9.04,29.98,-19.67,36.97
16.483172,-8.88,29.88,-19.82,36.94
16.494130,-8.66,29.74,-20.02,36.89
16.504713,-8.44,29.62,-20.23,36.85
16.513283,-8.30,29.66,-20.29,36.88
16.522989,-8.04,29.51,-20.47,36.81
16.533233,-7.80,29.34,-20.74,36.77
16.542872,-7.61,29.45,-20.85,36.88
16.553029,-7.36,29.43,-21.11,36.95
16.564815,-7.09,29.72,-21.23,37.20
16.577112,-6.87,29.76,-21.31,37.24
16.582662,-6.64,29.78,-21.42,37.28
16.594710,-6.39,29.52,-21.64,37.16
16.603322,-6.15,29.34,-21.80,37.07
16.614059,-5.93,29.27,-21.87,37.02
16.622708,-5.55,29.16,-22.07,36.99
16.633531,-5.28,29.04,-22.06,36.84
16.643881,-5.06,28.98,-22.34,36.93
16.653269,-4.82,29.02,-22.48,37.03
16.663256,-4.48,29.04,-22.46,36.98
16.673275,-4.12,29.19,-22.44,37.05
16.683088,-3.76,29.24,-22.69,37.21
16.693297,-3.37,29.43,-22.81,37.39
16.703851,-3.10,29.50,-22.78,37.40
16.712741,-2.70,29.65,-22.78,37.48
16.722610,-2.21,29.73,-22.62,37.42
16.733172,-1.78,29.69,-22.64,37.39
16.742891,-1.51,29.93,-22.78,37.64
16.758102,-1.15,29.94,-22.73,37.61
16.763240,-0.88,29.96,-22.61,37.54
16.773315,-0.56,29.89,-22.52,37.43
16.783331,-0.33,29.62,-22.69,37.32
16.792732,-0.11,29.48,-22.66,37.18
16.802860,0.05,29.38,-22.62,37.08
16.813011,0.24,29.38,-22.48,37.00
16.822637,0.46,29.39,-22.40,36.96
16.833605,0.67,29.46,-22.42,37.03
16.844870,0.90,29.60,-22.23,37.03
16.858549,1.17,29.73,-22.12,37.08
16.863671,1.45,29.98,-21.81,37.10
16.873037,1.71,30.02,-21.86,37.18
16.882316,1.93,29.99,-21.86,37.16
16.894299,2.15,29.93,-21.92,37.16
16.904099,2.33,29.98,-21.89,37.19
16.915372,2.40,30.07,-21.79,37.21
16.922731,2.39,30.23,-21.68,37.28
16.939780,2.44,30.33,-21.65,37.35
16.945429,2.48,30.32,-21.63,37.32
16.954812,2.49,30.39,-21.47,37.29
16.963129,2.51,30.44,-21.34,37.26
16.974124,2.56,30.62,-21.29,37.38
16.983491,2.64,30.59,-21.23,37.32
16.993093,2.78,30.44,-21.40,37.31
17.004199,2.99,30.45,-21.42,37.35
17.013168,3.07,30.39,-21.58,37.40
17.023065,3.27,30.43,-21.64,37.48
17.040258,3.31,30.60,-21.73,37.67
17.048908,3.44,30.61,-21.81,37.74
17.059470,3.43,30.60,-21.84,37.75
17.063509,3.44,30.50,-21.84,37.67
17.073272,3.43,30.33,-21.79,37.50
17.082858,3.40,30.11,-21.89,37.38
17.092958,3.40,29.91,-21.84,37.19
17.103766,3.39,29.96,-21.83,37.22
17.113366,3.42,29.98,-21.85,37.25
17.123436,3.43,30.00,-21.81,37.25
17.136984,3.55,30.05,-21.78,37.28
17.143152,3.67,30.00,-21.83,37.28
17.153051,3.76,30.23,-21.73,37.42
17.165038,3.82,30.32,-21.69,37.47
17.176712,3.98,30.23,-21.68,37.41
17.184162,4.06,30.10,-21.67,37.31
17.192872,4.16,29.94,-21.57,37.13
17.202850,4.27,29.91,-21.48,37.08
17.212968,4.38,29.94,-21.39,37.05
17.223639,4.47,29.99,-21.44,37.13
17.237091,4.54,30.10,-21.37,37.19
17.244182,4.59,29.99,-21.47,37.17
17.254818,4.66,30.10,-21.40,37.22
17.265515,4.72,30.02,-21.48,37.22
17.273040,4.81,29.96,-21.56,37.22
17.282570,4.81,30.02,-21.68,37.34
17.293811,4.78,29.89,-21.81,37.31
17.303116,4.75,29.99,-21.74,37.34
17.314107,4.76,29.98,-21.80,37.37
17.323397,4.77,30.02,-21.75,37.38
17.332868,4.72,30.22,-21.78,37.55
17.343231,4.66,30.50,-21.52,37.62
17.353581,4.65,30.56,-21.65,37.74
17.370108,4.56,30.52,-21.73,37.74
17.373213,4.61,30.54,-21.65,37.72
17.382771,4.62,30.27,-21.65,37.50
17.393198,4.62,30.12,-21.80,37.47
17.405291,4.57,29.95,-21.92,37.40
17.415619,4.53,29.84,-22.11,37.41
17.424184,4.55,29.56,-22.30,37.31
17.432336,4.53,29.56,-22.22,37.25
17.450313,4.50,29.58,-22.19,37.26
17.456926,4.34,29.58,-22.33,37.32
17.464917,4.23,29.76,-22.34,37.45
17.472842,4.16,29.83,-22.16,37.39
17.483725,4.12,29.91,-22.11,37.42
17.493831,4.06,29.93,-22.02,37.38
17.504111,3.89,30.04,-22.05,37.46
17.513166,3.78,30.13,-22.02,37.51
17.523225,3.75,30.18,-22.02,37.55
17.532959,3.79,30.16,-22.01,37.53
17.549587,3.73,30.23,-21.91,37.52
17.553298,3.61,30.19,-22.02,37.55
17.564860,3.60,30.29,-21.90,37.55
17.572653,3.54,30.10,-21.91,37.40
17.584022,3.53,29.95,-21.90,37.27
17.594645,3.48,29.84,-21.91,37.18
17.604827,3.36,29.67,-21.90,37.03
17.614337,3.26,29.73,-21.75,36.98
17.627610,3.17,29.71,-21.91,37.05
17.633507,3.21,29.76,-21.87,37.07
17.644148,3.15,29.82,-21.89,37.12
17.653648,3.03,30.01,-21.76,37.20
17.666165,3.04,30.16,-21.63,37.24
17.674018,3.00,30.23,-21.67,37.32
17.683541,3.00,30.18,-21.76,37.33
17.693030,2.95,30.16,-21.91,37.39
17.703701,3.01,29.96,-21.95,37.26
17.713843,2.93,29.84,-22.08,37.24
17.723342,2.84,29.74,-22.24,37.25
17.733340,2.93,29.67,-22.44,37.31
17.747603,2.89,29.65,-22.55,37.36
17.754828,2.96,29.55,-22.59,37.31
17.763385,3.01,29.48,-22.66,37.30
17.774139,3.05,29.41,-22.72,37.29
17.782717,3.00,29.48,-22.66,37.30
17.793308,3.05,29.49,-22.62,37.29
17.803183,3.07,29.41,-22.72,37.29
17.812733,3.06,29.44,-22.74,37.32
17.823286,3.06,29.44,-22.97,37.47
17.833184,2.90,29.46,-22.91,37.44
17.843520,2.85,29.62,-22.94,37.57
17.854788,2.76,29.65,-23.00,37.62
17.865241,2.67,29.68,-23.11,37.71
17.882884,2.62,29.65,-23.27,37.78
17.885664,2.66,29.58,-23.13,37.65
17.894313,2.59,29.37,-23.16,37.49
17.903127,2.49,29.07,-23.20,37.28
17.912858,2.53,28.76,-23.39,37.15
17.922737,2.59,28.56,-23.34,36.97
17.933115,2.61,28.46,-23.45,36.97
17.943368,2.67,28.38,-23.55,36.97
17.962091,2.64,28.40,-23.51,36.96
17.963906,2.60,28.49,-23.64,37.11
17.975972,2.68,28.58,-23.68,37.22
17.983044,2.74,28.50,-23.80,37.23
17.993214,2.77,28.61,-23.91,37.39
18.003269,2.76,28.56,-24.03,37.43
18.014209,2.73,28.46,-23.88,37.25
18.023647,2.78,28.23,-23.99,37.15
18.033006,2.81,27.96,-24.17,37.07
18.043077,2.83,27.74,-24.31,37.00
18.060722,2.77,27.71,-24.57,37.14
18.062706,2.85,27.65,-24.62,37.13
18.075278,2.84,27.45,-24.74,37.06
18.082781,2.82,27.22,-25.06,37.10
18.093120,2.87,27.07,-25.35,37.20
18.103921,2.87,26.97,-25.58,37.29
18.114243,2.87,26.93,-25.60,37.26
18.124059,2.82,26.85,-25.79,37.34
18.133359,2.83,26.60,-25.89,37.22
18.143020,2.72,26.52,-26.01,37.25
18.158615,2.72,26.40,-26.17,37.27
18.166759,2.71,26.32,-26.19,37.23
18.173152,2.70,26.11,-26.46,37.27
18.184573,2.61,25.92,-26.63,37.26
18.192690,2.57,25.68,-26.96,37.32
18.203112,2.56,25.39,-27.23,37.32
18.213084,2.48,25.01,-27.45,37.22
18.223366,2.43,24.85,-27.60,37.22
18.232933,2.37,24.72,-27.78,37.26
18.243085,2.27,24.53,-28.05,37.33
18.268837,2.15,24.34,-28.21,37.32
18.274303,2.04,24.11,-28.41,37.32
18.275104,2.01,23.85,-28.67,37.35
18.285528,2.03,23.44,-28.85,37.23
18.294447,2.00,23.23,-29.07,37.27
18.303179,1.95,22.94,-29.37,37.31
18.313716,1.88,22.53,-29.67,37.30
18.323342,1.88,22.11,-29.98,37.29
18.334013,1.93,21.73,-30.28,37.32
18.343637,1.93,21.47,-30.44,37.30
18.355325,1.77,21.17,-30.60,37.25
18.363757,1.55,21.05,-30.83,37.36
18.373348,1.37,20.90,-31.07,37.47
18.387738,1.23,20.48,-31.26,37.39
18.393498,1.10,20.15,-31.57,37.47
18.403460,0.91,19.80,-31.62,37.32
18.413096,0.68,19.47,-31.95,37.42
18.424157,0.50,18.98,-32.26,37.43
18.432839,0.40,18.57,-32.49,37.42
18.442707,0.23,18.06,-32.63,37.30
18.454179,0.07,17.52,-32.84,37.22
18.463768,-0.09,16.97,-33.11,37.21
18.472806,-0.33,16.54,-33.28,37.17
18.482732,-0.55,16.09,-33.56,37.22
18.493348,-0.85,15.52,-33.77,37.17
18.503487,-1.15,15.02,-33.87,37.07
18.513430,-1.48,14.43,-34.12,37.08
18.522862,-1.78,14.03,-34.40,37.20
18.533997,-1.99,13.47,-34.62,37.20
18.542763,-2.34,12.99,-34.86,37.27
18.553707,-2.60,12.43,-34.94,37.18
18.562949,-2.88,11.98,-35.27,37.36
18.574181,-3.07,11.32,-35.32,37.22
18.585602,-3.32,10.81,-35.53,37.28
18.593188,-3.48,10.25,-35.65,37.25
18.604911,-3.62,9.69,-35.72,37.19
18.614044,-3.78,9.21,-35.88,37.24
18.623208,-3.89,8.76,-36.04,37.29
18.633017,-3.99,8.26,-36.09,37.24
18.643386,-4.06,7.73,-36.14,37.18
18.656755,-4.03,7.53,-36.10,37.10
18.665393,-3.98,7.01,-36.14,37.03
18.673490,-3.89,7.09,-36.29,37.18
18.684109,-3.79,6.58,-36.32,37.10
18.693852,-3.77,6.05,-36.32,37.01
18.703864,-3.57,5.65,-36.36,36.97
18.713131,-3.42,5.18,-36.51,37.04
18.723094,-3.16,4.82,-36.62,37.07
18.735893,-3.03,4.31,-36.62,37.00
18.751220,-2.87,4.00,-36.78,37.11
18.756741,-2.73,3.89,-36.53,36.84
18.768098,-2.60,3.43,-36.75,37.00
18.773918,-2.37,2.98,-36.78,36.98
18.783076,-2.20,2.39,-36.84,36.99
18.795048,-1.95,1.89,-36.78,36.88
18.803259,-1.85,1.32,-36.81,36.88
18.813023,-1.65,0.95,-37.05,37.10
18.823260,-1.44,0.45,-36.97,37.00
18.832937,-1.27,-0.05,-37.09,37.11
18.849846,-1.06,-0.41,-36.86,36.87
18.853867,-0.87,-0.78,-36.93,36.95
18.866240,-0.59,-1.04,-36.90,36.92
18.872780,-0.39,-1.38,-37.05,37.08
18.883084,-0.07,-1.74,-37.04,37.08
18.893838,0.21,-2.12,-36.94,37.00
18.904043,0.52,-2.62,-37.04,37.14
18.913249,0.85,-3.03,-37.08,37.21
18.924548,1.18,-3.38,-37.16,37.33
18.933649,1.48,-3.59,-37.00,37.21
18.950394,1.82,-4.00,-36.95,37.21
18.955469,2.18,-4.32,-36.94,37.26
18.967962,2.51,-4.61,-36.78,37.16
18.973518,2.79,-5.01,-36.78,37.23
18.984790,3.18,-5.39,-36.66,37.19
18.992851,3.57,-5.83,-36.54,37.17
19.004184,3.95,-6.32,-36.58,37.33
19.013145,4.38,-6.77,-36.60,37.48
19.025484,4.62,-7.06,-36.44,37.41
19.033348,4.99,-7.33,-36.27,37.34
19.044651,5.25,-7.50,-36.21,37.35
19.053663,5.56,-7.76,-36.00,37.25
19.065269,5.83,-7.71,-35.79,37.08
19.072704,6.05,-7.98,-35.76,37.13
19.086118,6.39,-8.20,-35.59,37.07
19.097769,6.67,-8.59,-35.44,37.07
19.102932,7.05,-8.97,-35.44,37.23
19.113159,7.31,-9.36,-35.43,37.37
19.123913,7.60,-9.58,-35.28,37.34
19.133201,7.93,-9.74,-35.29,37.46
19.144300,8.08,-10.00,-35.26,37.53
19.153536,8.26,-10.13,-35.25,37.59
19.169426,8.33,-10.13,-35.22,37.58
19.173657,8.45,-10.11,-35.12,37.52
19.185182,8.50,-10.14,-34.95,37.37
19.193436,8.56,-10.14,-34.82,37.26
19.203548,8.65,-10.44,-34.93,37.47
19.213144,8.67,-10.57,-34.87,37.45
19.224592,8.77,-10.71,-34.92,37.56
19.233202,8.85,-10.86,-34.81,37.52
19.244720,8.93,-10.92,-34.59,37.35
19.261192,9.00,-10.96,-34.71,37.49
19.266249,9.06,-11.05,-34.84,37.66
19.280813,9.04,-11.04,-34.94,37.74
19.283542,9.13,-11.00,-34.78,37.61
19.292808,9.21,-11.15,-34.76,37.65
19.303373,9.20,-11.08,-34.64,37.51
19.312988,9.31,-11.22,-34.70,37.64
19.323449,9.37,-11.26,-34.73,37.70
19.332946,9.35,-11.31,-34.72,37.69
19.342878,9.37,-11.20,-34.56,37.52
19.360484,9.50,-11.14,-34.55,37.52
19.366345,9.39,-11.19,-34.60,37.56
19.379678,9.38,-11.08,-34.56,37.49
19.382897,9.44,-11.35,-34.62,37.64
19.392668,9.32,-11.22,-34.50,37.46
19.403652,9.27,-11.21,-34.61,37.54
19.413147,9.30,-11.36,-34.62,37.61
19.422615,9.19,-11.42,-34.71,37.68
19.433059,9.08,-11.57,-34.59,37.58
19.444692,9.10,-11.47,-34.50,37.48
19.458364,9.06,-11.35,-34.49,37.42
19.466119,8.97,-11.24,-34.47,37.34
19.477285,8.92,-11.15,-34.47,37.31
19.483504,8.82,-11.20,-34.50,37.33
19.493381,8.76,-11.21,-34.42,37.24
19.508668,8.77,-11.20,-34.33,37.16
19.514483,8.78,-11.32,-34.39,37.26
19.526647,8.70,-11.36,-34.48,37.33
19.534108,8.60,-11.44,-34.71,37.55
19.545990,8.63,-11.48,-34.75,37.60
19.557826,8.67,-11.39,-34.82,37.65
19.564980,8.76,-11.52,-34.90,37.78
19.576335,8.71,-11.38,-34.90,37.73
19.583171,8.71,-11.59,-34.95,37.84
19.593307,8.64,-11.66,-35.03,37.91
19.604069,8.60,-11.76,-35.12,38.03
19.614398,8.60,-11.91,-35.05,38.00
19.622878,8.59,-11.88,-35.00,37.95
19.634564,8.55,-11.92,-34.95,37.91
19.643492,8.50,-11.82,-34.77,37.70
19.654161,8.47,-11.76,-34.62,37.53
19.664973,8.41,-11.65,-34.64,37.50
19.676981,8.44,-11.53,-34.65,37.48
19.695716,8.55,-11.49,-34.59,37.44
19.697748,8.56,-11.50,-34.55,37.41
19.706430,8.58,-11.54,-34.48,37.36
19.713797,8.60,-11.93,-34.57,37.57
19.722099,8.65,-12.27,-34.65,37.76
19.732823,8.64,-12.63,-34.89,38.10
19.742861,8.65,-12.83,-35.04,38.30
19.757764,8.67,-12.88,-34.78,38.09
19.766833,8.59,-13.11,-34.89,38.25
19.772688,8.60,-13.26,-35.01,38.42
19.783444,8.59,-13.58,-35.10,38.60
19.792279,8.56,-13.76,-35.18,38.74
19.803020,8.48,-13.69,-35.23,38.74
19.812506,8.53,-13.70,-35.17,38.70
19.822539,8.48,-13.93,-35.28,38.87
19.832223,8.43,-14.18,-35.59,39.22
19.842200,8.36,-14.44,-35.59,39.31
19.852189,8.32,-14.64,-35.39,39.19
19.867243,8.22,-14.58,-35.40,39.16
19.872564,8.17,-14.64,-35.42,39.19
19.882475,8.13,-15.02,-35.49,39.38
19.892368,8.15,-15.36,-35.60,39.62
19.902737,8.15,-15.27,-35.43,39.43
19.914558,8.06,-15.10,-35.16,39.11
19.923413,8.09,-14.79,-34.94,38.79
19.934316,8.08,-14.66,-34.93,38.73
19.943303,8.02,-14.55,-34.89,38.65
19.954095,8.00,-14.24,-34.68,38.34
19.970298,7.99,-13.72,-34.44,37.93
19.976263,7.93,-13.29,-34.17,37.51
19.989995,7.91,-13.10,-34.05,37.33
19.993299,7.93,-13.24,-34.03,37.36
20.003151,7.95,-13.44,-34.15,37.55
20.012690,7.89,-13.52,-34.16,37.58
20.022551,7.91,-13.74,-34.15,37.65
20.032340,7.84,-14.03,-34.31,37.89
20.042415,7.78,-14.23,-34.44,38.07
20.052274,7.76,-14.32,-34.61,38.25
20.065395,7.69,-14.25,-34.55,38.16
20.072886,7.60,-14.13,-34.61,38.15
20.082325,7.42,-13.90,-34.56,37.98
20.092447,7.34,-13.82,-34.71,38.08
20.102957,7.33,-13.75,-34.77,38.10
20.113531,7.27,-13.48,-34.62,37.86
20.122796,7.25,-13.36,-34.62,37.81
20.133527,7.10,-13.21,-34.66,37.77
20.144815,7.14,-13.21,-34.87,37.96
20.153088,7.15,-13.14,-34.77,37.85
20.163106,7.25,-13.08,-34.66,37.75
20.173906,7.26,-12.87,-34.45,37.49
20.188471,7.25,-12.72,-34.32,37.31
20.212528,7.25,-12.63,-34.32,37.28
20.215566,7.36,-12.58,-34.23,37.21
20.218255,7.37,-12.52,-34.09,37.05
20.225029,7.34,-12.52,-34.00,36.97
20.232619,7.34,-12.58,-34.12,37.10
20.248008,7.26,-12.65,-34.12,37.11
20.254170,7.22,-12.75,-34.20,37.20
20.262452,7.32,-12.68,-34.23,37.23
20.273045,7.49,-12.72,-34.22,37.27
20.286694,7.48,-12.66,-34.25,37.27
20.296173,7.49,-12.75,-34.15,37.21
20.304025,7.53,-12.77,-34.15,37.23
20.313960,7.55,-12.72,-34.14,37.20
20.324048,7.69,-12.65,-34.28,37.34
20.333583,7.75,-12.58,-34.27,37.32
20.342699,7.64,-12.59,-34.22,37.25
20.353077,7.55,-12.51,-34.21,37.20
20.363530,7.45,-12.60,-34.16,37.17
20.373362,7.58,-12.63,-34.37,37.39
20.383764,7.56,-12.54,-34.26,37.26
20.393214,7.55,-12.63,-34.25,37.27
20.403975,7.49,-12.63,-34.17,37.19
20.413140,7.47,-12.74,-34.14,37.19
20.424307,7.50,-12.74,-34.22,37.28
20.433100,7.47,-12.70,-34.26,37.29
20.444327,7.48,-12.58,-34.25,37.24
20.453153,7.38,-12.49,-34.09,37.05
20.463257,7.39,-12.51,-34.16,37.12
20.478601,7.38,-12.48,-34.16,37.11
20.483393,7.38,-12.53,-34.17,37.14
20.494534,7.31,-12.41,-34.18,37.09
20.503981,7.20,-12.51,-34.22,37.14
20.512680,7.22,-12.57,-34.17,37.12
20.523476,7.19,-12.70,-34.28,37.26
20.533097,7.15,-12.68,-34.29,37.25
20.543492,7.20,-12.61,-34.47,37.40
20.553760,7.15,-12.47,-34.53,37.40
20.564788,7.12,-12.46,-34.47,37.33
20.578295,7.14,-12.44,-34.54,37.40
20.583036,7.21,-12.40,-34.44,37.31
20.593212,7.17,-12.54,-34.65,37.54
20.603060,7.22,-12.49,-34.61,37.50
20.613260,7.25,-12.57,-34.70,37.61
20.624163,7.16,-12.77,-34.62,37.59
20.633046,7.20,-12.91,-34.57,37.60
20.643181,7.17,-12.75,-34.61,37.58
20.652784,7.19,-12.75,-34.61,37.58
20.668146,7.15,-12.68,-34.78,37.70
20.673569,7.04,-12.60,-34.66,37.55
20.682803,7.00,-12.55,-34.72,37.58
20.693126,7.03,-12.58,-34.72,37.59
20.703578,7.03,-12.52,-34.77,37.62
20.713304,7.05,-12.43,-34.81,37.63
20.723839,7.01,-12.52,-34.72,37.57
20.733153,7.06,-12.63,-34.66,37.56
20.743008,7.10,-12.54,-34.62,37.50
20.765342,7.23,-12.53,-34.61,37.51
20.768561,7.23,-12.48,-34.55,37.44
20.791467,7.14,-12.42,-34.54,37.39
20.794220,7.09,-12.32,-34.38,37.20
20.795715,7.08,-12.26,-34.38,37.18
20.807663,7.10,-12.41,-34.45,37.30
20.813333,7.11,-12.49,-34.66,37.52
20.822140,7.03,-12.65,-34.44,37.36
20.833450,6.93,-12.88,-34.62,37.59
20.842855,6.94,-12.96,-34.55,37.55
20.857053,7.01,-13.07,-34.64,37.68
20.864711,7.04,-13.15,-34.64,37.71
20.875893,7.05,-13.25,-34.71,37.82
20.882777,7.03,-13.16,-34.65,37.72
20.892831,7.00,-13.10,-34.47,37.53
20.903630,7.06,-13.08,-34.64,37.69
20.913069,7.16,-12.91,-34.62,37.64
20.923158,7.12,-12.82,-34.54,37.52
20.934081,7.04,-12.71,-34.42,37.36
20.942469,7.05,-12.63,-34.39,37.31
20.953461,7.05,-12.72,-34.17,37.14
20.963017,7.12,-12.64,-34.12,37.08
20.976565,7.15,-12.51,-33.98,36.90
20.989655,7.15,-12.55,-34.00,36.94
20.992996,7.12,-12.69,-33.98,36.96
21.002846,7.15,-12.88,-34.12,37.17
21.013348,7.32,-13.01,-34.22,37.33
21.022840,7.33,-13.10,-34.18,37.34
21.033528,7.33,-13.11,-34.28,37.43
21.043008,7.38,-13.11,-34.43,37.57
21.055152,7.36,-13.05,-34.55,37.66
21.062821,7.39,-12.97,-34.54,37.63
21.076813,7.43,-12.71,-34.25,37.28
21.087774,7.44,-12.57,-34.17,37.16
21.093763,7.33,-12.58,-34.23,37.20
21.102636,7.27,-12.58,-34.29,37.24
21.115717,7.25,-12.64,-34.42,37.37
21.122932,7.21,-12.61,-34.43,37.37
21.133375,7.21,-12.70,-34.47,37.43
21.142801,7.14,-12.72,-34.39,37.36
21.153796,7.04,-12.65,-34.42,37.34
21.163553,6.98,-12.64,-34.37,37.28
21.173062,6.98,-12.35,-34.17,37.00
21.191557,7.00,-12.29,-34.27,37.07
21.192894,7.00,-12.21,-34.18,36.97
21.202272,7.03,-12.37,-34.17,37.02
21.214417,7.03,-12.64,-34.25,37.17
21.224027,7.12,-12.69,-34.38,37.33
21.233363,7.20,-12.70,-34.47,37.43
21.242960,7.31,-12.69,-34.56,37.54
21.256699,7.37,-12.75,-34.64,37.64
21.268938,7.37,-12.77,-34.65,37.66
21.273328,7.38,-12.76,-34.64,37.64
21.301012,7.32,-12.75,-34.57,37.57
21.302451,7.23,-12.52,-34.57,37.48
21.302872,7.23,-12.59,-34.51,37.44
21.315000,7.23,-12.90,-34.50,37.54
21.322319,7.21,-13.19,-34.53,37.66
21.333615,7.17,-13.38,-34.56,37.75
21.343978,7.20,-13.36,-34.60,37.78
21.352488,7.20,-13.21,-34.51,37.65
21.367407,7.21,-13.01,-34.38,37.46
21.373339,7.27,-13.03,-34.28,37.39
21.385345,7.19,-12.85,-34.10,37.14
