time,Bx,By,Bz,BT
48.953686,3.07,25.21,-11.26,27.78
48.963730,3.04,25.22,-11.21,27.76
48.973365,3.03,25.36,-11.13,27.86
48.991250,3.01,25.50,-11.15,27.99
48.998718,2.99,25.67,-10.99,28.08
49.009690,3.01,25.67,-10.97,28.08
49.013211,2.94,25.55,-10.93,27.94
49.022741,3.00,25.51,-10.98,27.93
49.033360,2.98,25.50,-11.07,27.95
49.042771,3.00,25.35,-11.15,27.86
49.054485,2.98,25.29,-11.27,27.85
49.063468,2.94,25.22,-11.27,27.78
49.075631,2.88,25.22,-11.35,27.80
49.087744,2.85,25.23,-11.47,27.86
49.094562,2.84,25.21,-11.41,27.81
49.104732,2.83,25.27,-11.47,27.89
49.113123,2.85,25.23,-11.44,27.85
49.122922,2.82,25.23,-11.42,27.84
49.132957,2.85,25.14,-11.36,27.74
49.143002,2.93,24.95,-11.31,27.55
49.152669,3.01,24.95,-11.32,27.56
49.165997,3.07,25.10,-11.35,27.71
49.172909,3.17,25.13,-11.39,27.78
49.183439,3.26,25.27,-11.35,27.89
49.193034,3.22,25.28,-11.35,27.89
49.203334,3.21,25.55,-11.24,28.09
49.221899,3.21,25.53,-11.31,28.11
49.223297,3.23,25.71,-11.27,28.25
49.233137,3.26,25.62,-11.38,28.22
49.243801,3.28,25.42,-11.31,28.02
49.254560,3.25,25.47,-11.28,28.05
49.263231,3.33,25.46,-11.32,28.06
49.272547,3.43,25.57,-11.36,28.19
49.282868,3.62,25.62,-11.41,28.28
49.293102,3.83,25.74,-11.44,28.43
49.302281,4.06,25.95,-11.49,28.67
49.327541,4.29,25.99,-11.41,28.70
49.329410,4.64,26.11,-11.52,28.91
49.331943,4.97,26.00,-11.63,28.91
49.342695,5.21,26.01,-11.60,28.95
49.352167,5.54,25.94,-11.71,28.99
49.363951,5.77,25.79,-11.76,28.93
49.372740,5.92,25.78,-11.79,28.96
49.382816,6.12,25.90,-11.85,29.13
49.392687,6.36,26.24,-11.91,29.51
49.408003,6.61,26.50,-11.92,29.80
49.413347,6.87,26.88,-11.91,30.19
49.423006,7.15,27.07,-12.10,30.50
49.432959,7.52,27.46,-12.08,30.93
49.445748,7.87,27.67,-12.22,31.26
49.453418,8.32,27.85,-12.31,31.57
49.465468,8.67,27.91,-12.47,31.78
49.473298,9.10,27.93,-12.69,31.99
49.483887,9.58,28.15,-12.79,32.36
49.506986,10.11,28.34,-12.99,32.78
49.508475,10.66,28.57,-12.99,33.15
49.515899,11.14,28.80,-13.08,33.54
49.523904,11.79,29.17,-13.02,34.05
49.533892,12.53,29.41,-12.97,34.50
49.544023,13.19,29.65,-12.81,34.88
49.553164,13.80,30.10,-12.57,35.41
49.564663,14.44,30.27,-12.24,35.70
49.573345,15.15,30.55,-11.87,36.11
49.585303,15.82,30.66,-11.59,36.40
49.597843,16.49,30.71,-11.28,36.64
49.604796,16.88,30.67,-11.00,36.70
49.615731,17.14,30.65,-10.86,36.75
49.622726,17.12,30.28,-10.86,36.44
49.633194,16.98,29.65,-11.09,35.92
49.643632,16.58,29.32,-11.42,35.56
49.652568,15.95,28.83,-11.88,35.02
49.663347,15.16,28.68,-12.36,34.72
49.673661,14.34,28.57,-12.86,34.46
49.683102,13.53,28.52,-13.53,34.35
49.699811,12.74,28.60,-13.92,34.26
49.708880,12.31,28.98,-14.40,34.62
49.722281,11.81,29.38,-14.75,34.93
49.724167,11.44,29.58,-15.31,35.22
49.733361,11.13,29.60,-15.65,35.28
49.742744,10.91,29.48,-16.02,35.28
49.757038,10.61,29.41,-16.46,35.34
49.763199,10.39,29.35,-16.79,35.38
49.773841,10.02,29.40,-17.25,35.53
49.783074,9.65,29.34,-17.58,35.54
49.794717,9.36,29.43,-17.85,35.67
49.802616,9.10,29.49,-18.10,35.78
49.813127,8.80,29.78,-18.53,36.16
49.823797,8.47,29.98,-18.78,36.37
49.832807,8.26,30.07,-19.08,36.56
49.843020,8.08,30.12,-19.41,36.73
49.853360,7.94,30.13,-19.75,36.90
49.866715,7.77,30.19,-20.09,37.09
49.873405,7.59,30.24,-20.56,37.35
49.884165,7.42,30.35,-20.72,37.49
49.897179,7.30,30.54,-20.80,37.66
49.912551,7.31,30.76,-21.03,37.97
49.913851,7.25,30.90,-21.09,38.11
49.923147,7.15,30.96,-21.18,38.19
49.933341,7.15,31.00,-21.22,38.24
49.945202,7.12,31.02,-21.26,38.28
49.953213,7.09,31.05,-21.11,38.21
49.963844,7.03,31.04,-21.09,38.18
49.973080,6.98,31.02,-21.17,38.20
49.983371,6.89,31.13,-21.25,38.32
49.992752,6.87,31.16,-21.30,38.36
50.003064,6.94,31.41,-21.28,38.57
50.013772,6.97,31.55,-21.40,38.75
50.029144,6.99,31.62,-21.46,38.85
50.033107,7.08,31.60,-21.47,38.85
50.044136,7.16,31.50,-21.63,38.88
50.055614,7.31,31.32,-21.62,38.75
50.062451,7.32,31.09,-21.52,38.51
50.072767,7.42,31.11,-21.51,38.54
50.082720,7.36,31.00,-21.70,38.55
50.092925,7.45,30.95,-21.51,38.42
50.109438,7.53,30.91,-21.59,38.45
50.113497,7.55,30.95,-21.63,38.51
50.125285,7.49,30.95,-21.62,38.49
50.133427,7.47,30.89,-21.62,38.44
50.142474,7.56,30.90,-21.73,38.53
50.153694,7.48,30.81,-21.79,38.47
50.164287,7.50,30.71,-21.72,38.35
50.174791,7.43,30.73,-21.85,38.43
50.183819,7.36,30.79,-21.75,38.41
50.194133,7.34,30.79,-21.76,38.42
50.207372,7.42,30.82,-21.86,38.51
50.215881,7.37,30.94,-21.85,38.59
50.223469,7.31,30.87,-21.87,38.53
50.234666,7.36,30.72,-22.02,38.51
50.243200,7.42,30.77,-22.08,38.59
50.255562,7.49,30.67,-22.19,38.59
50.263551,7.59,30.48,-22.24,38.48
50.274311,7.69,30.41,-22.37,38.53
50.288525,7.67,30.34,-22.22,38.38
50.294610,7.69,30.40,-22.37,38.52
50.304877,7.65,30.51,-22.41,38.62
50.313667,7.67,30.61,-22.31,38.65
50.325100,7.64,30.61,-22.34,38.66
50.340428,7.55,30.60,-22.24,38.57
50.344635,7.47,30.60,-22.30,38.59
50.354343,7.43,30.45,-22.37,38.51
50.363127,7.44,30.29,-22.57,38.50
50.372696,7.50,30.11,-22.55,38.36
50.383619,7.61,30.04,-22.68,38.40
50.392866,7.65,30.06,-22.81,38.51
50.402808,7.61,30.05,-22.80,38.48
50.413313,7.67,30.00,-22.81,38.46
50.424819,7.66,30.10,-22.81,38.54
50.436127,7.65,30.21,-22.67,38.53
50.442862,7.71,30.10,-22.70,38.48
50.453289,7.69,30.06,-22.69,38.44
50.464150,7.65,29.90,-22.57,38.24
50.473187,7.56,29.84,-22.64,38.22
50.482575,7.69,29.66,-22.63,38.09
50.493057,7.67,29.63,-22.83,38.18
50.503624,7.71,29.57,-22.96,38.23
50.514114,7.73,29.56,-22.92,38.20
50.527067,7.65,29.93,-22.83,38.41
50.538303,7.69,30.00,-22.78,38.44
50.543102,7.80,30.13,-22.75,38.56
50.554135,7.86,30.05,-22.62,38.42
50.567912,7.77,30.17,-22.63,38.51
50.572309,7.78,30.19,-22.47,38.44
50.582612,7.80,30.23,-22.34,38.39
50.593094,7.67,30.19,-22.37,38.36
50.603087,7.71,30.11,-22.31,38.26
50.619582,7.70,30.15,-22.47,38.38
50.622971,7.54,30.09,-22.47,38.30
50.634165,7.55,30.06,-22.52,38.31
50.643215,7.55,30.05,-22.50,38.29
50.654115,7.56,30.10,-22.63,38.41
50.662411,7.59,29.85,-22.78,38.31
50.673012,7.67,29.94,-22.89,38.46
50.683323,7.67,29.94,-22.86,38.44
50.694115,7.65,29.90,-22.68,38.30
50.703426,7.69,30.00,-22.66,38.37
50.718181,7.72,30.09,-22.61,38.42
50.723135,7.82,29.94,-22.72,38.39
50.733381,7.86,29.77,-22.73,38.27
50.752831,7.86,29.87,-22.68,38.32
50.754859,7.93,29.76,-22.57,38.18
50.762419,7.99,29.61,-22.63,38.11
50.772655,8.09,29.44,-22.77,38.08
50.782727,8.13,29.30,-22.84,38.03
50.792910,8.08,29.22,-22.90,37.99
50.804854,8.05,29.35,-22.81,38.04
50.817245,7.99,29.39,-22.90,38.11
50.822922,8.03,29.40,-22.98,38.17
50.833297,7.98,29.29,-23.02,38.10
50.844865,7.95,29.27,-23.13,38.14
50.853019,7.83,29.24,-23.03,38.04
50.863135,7.84,29.30,-23.17,38.17
50.873650,7.87,29.28,-23.12,38.13
50.884323,7.86,29.27,-23.06,38.08
50.899106,7.83,29.38,-22.94,38.08
50.906398,7.89,29.43,-22.80,38.05
50.915333,7.89,29.48,-22.86,38.13
50.923924,7.88,29.54,-22.86,38.17
50.932755,7.98,29.62,-22.94,38.30
50.943156,7.94,29.71,-22.81,38.29
50.953063,7.95,29.74,-22.95,38.40
50.963143,7.97,29.82,-23.00,38.49
50.973723,8.02,29.76,-23.06,38.49
50.983548,7.98,29.89,-23.06,38.58
50.999109,7.95,30.05,-23.01,38.67
51.008265,7.89,30.12,-23.01,38.72
51.017633,7.93,30.26,-23.01,38.83
51.023309,7.97,30.10,-23.12,38.78
51.033202,7.98,29.98,-23.25,38.77
51.043286,7.99,29.82,-23.35,38.71
51.053566,8.02,29.71,-23.40,38.66
51.063387,7.95,29.52,-23.52,38.58
51.073309,7.91,29.43,-23.53,38.50
51.083617,7.97,29.44,-23.55,38.53
51.096650,7.89,29.39,-23.52,38.46
51.103967,7.82,29.45,-23.40,38.42
51.114339,7.73,29.56,-23.22,38.38
51.125717,7.67,29.51,-23.28,38.36
51.134093,7.56,29.46,-23.38,38.36
51.143786,7.55,29.57,-23.29,38.39
51.152730,7.59,29.43,-23.50,38.41
51.163845,7.59,29.40,-23.40,38.34
51.174708,7.49,29.44,-23.41,38.35
51.183127,7.45,29.40,-23.40,38.31
51.193229,7.42,29.51,-23.39,38.38
51.203182,7.41,29.65,-23.42,38.50
51.216791,7.42,29.71,-23.33,38.49
51.229409,7.47,29.61,-23.38,38.46
51.233016,7.50,29.65,-23.30,38.45
51.242875,7.45,29.43,-23.46,38.37
51.258066,7.52,29.18,-23.59,38.27
51.263265,7.53,29.01,-23.67,38.19
51.272891,7.56,28.85,-23.64,38.06
51.283088,7.53,28.82,-23.67,38.04
51.293782,7.59,28.87,-23.52,38.00
51.311321,7.55,28.98,-23.47,38.05
51.313138,7.48,29.04,-23.40,38.03
51.327315,7.49,29.10,-23.34,38.05
51.333102,7.48,29.22,-23.34,38.14
51.343750,7.54,29.26,-23.45,38.24
51.354676,7.56,29.35,-23.57,38.40
51.363530,7.64,29.26,-23.45,38.26
51.372709,7.59,29.24,-23.47,38.26
51.382801,7.61,29.01,-23.56,38.14
51.393055,7.69,29.12,-23.62,38.28
51.409459,7.67,29.30,-23.61,38.40
51.416870,7.70,29.29,-23.61,38.40
51.427056,7.70,29.41,-23.57,38.47
51.432997,7.72,29.26,-23.50,38.31
51.442982,7.71,29.11,-23.73,38.34
51.453744,7.75,29.05,-23.78,38.33
51.463121,7.76,29.00,-23.88,38.36
51.473087,7.72,28.90,-23.81,38.24
51.484592,7.71,28.84,-23.84,38.20
51.493110,7.72,28.85,-23.84,38.22
51.508298,7.72,28.98,-23.73,38.24
51.513759,7.80,29.07,-23.74,38.34
51.525174,7.81,29.26,-23.56,38.36
51.532862,7.80,29.26,-23.74,38.47
51.543463,7.77,29.18,-23.74,38.41
51.553518,7.78,29.17,-23.72,38.39
51.562980,7.77,28.90,-23.78,38.22
51.574167,7.70,29.04,-23.66,38.24
51.585172,7.67,29.01,-23.59,38.17
51.594487,7.60,28.98,-23.62,38.15
51.604177,7.59,29.06,-23.41,38.08
51.614767,7.66,29.11,-23.25,38.04
51.623333,7.71,29.41,-23.08,38.18
51.641983,7.73,29.29,-23.14,38.12
51.643454,7.73,29.50,-23.17,38.30
51.653555,7.80,29.28,-23.29,38.22
51.663424,7.80,29.05,-23.46,38.14
51.673318,7.73,28.95,-23.50,38.08
51.684046,7.61,28.99,-23.73,38.23
51.693204,7.50,28.95,-23.73,38.18
51.703896,7.36,28.91,-23.77,38.14
51.713448,7.31,28.96,-23.70,38.13
51.724759,7.30,28.90,-23.66,38.05
51.739863,7.26,28.89,-23.69,38.06
51.742873,7.27,28.91,-23.80,38.15
51.754553,7.27,28.90,-23.80,38.14
51.764503,7.36,28.91,-23.81,38.17
51.773827,7.38,28.83,-23.78,38.09
51.783844,7.41,28.83,-23.79,38.10
51.793401,7.33,28.87,-23.78,38.11
51.802694,7.30,28.95,-23.75,38.15
51.813288,7.30,29.16,-23.63,38.23
51.824811,7.21,29.22,-23.56,38.22
51.839321,7.11,29.27,-23.40,38.14
51.843399,7.04,29.15,-23.36,38.01
51.853374,7.00,29.10,-23.45,38.02
51.863356,6.97,29.11,-23.40,37.99
51.873220,7.01,29.04,-23.46,37.98
51.882960,7.03,28.93,-23.48,37.92
51.893281,7.00,28.74,-23.55,37.81
51.903647,7.12,28.74,-23.46,37.78
51.921649,7.27,28.91,-23.63,38.04
51.925601,7.33,28.90,-23.53,37.99
51.939391,7.36,29.06,-23.42,38.04
51.943436,7.42,28.87,-23.62,38.03
51.953219,7.50,28.82,-23.75,38.09
51.964872,7.53,28.83,-23.80,38.14
51.973825,7.69,28.83,-23.95,38.26
51.983031,7.65,28.88,-23.99,38.31
51.994069,7.60,28.83,-23.90,38.21
52.003795,7.58,28.74,-24.03,38.23
52.018815,7.65,28.62,-24.16,38.23
52.026988,7.73,28.66,-24.06,38.21
52.035934,7.73,28.73,-23.95,38.19
52.043950,7.78,28.68,-23.86,38.11
52.053124,7.67,28.63,-23.85,38.05
52.063881,7.65,28.62,-23.92,38.08
52.073297,7.71,28.44,-23.92,37.95
52.085144,7.77,28.60,-23.75,37.98
52.093225,7.69,28.72,-23.72,38.03
52.102820,7.58,28.82,-23.62,38.02
52.116194,7.47,28.94,-23.66,38.12
52.124937,7.39,28.98,-23.73,38.17
52.138492,7.37,28.99,-23.58,38.09
52.142454,7.28,28.96,-23.47,37.99
52.152451,7.23,29.04,-23.56,38.08
52.163297,7.16,28.85,-23.73,38.04
52.172934,7.17,28.82,-23.74,38.02
52.182947,7.19,28.77,-23.69,37.95
52.194099,7.17,28.79,-23.69,37.97
52.203332,7.21,28.87,-23.55,37.94
52.212937,7.17,29.00,-23.52,38.02
52.223973,7.22,29.06,-23.50,38.06
52.241862,7.25,29.10,-23.45,38.07
52.245321,7.25,29.27,-23.39,38.16
52.256784,7.28,29.19,-23.41,38.12
52.265048,7.27,29.18,-23.50,38.17
52.273285,7.34,28.96,-23.48,38.00
52.285803,7.36,28.89,-23.66,38.06
52.292617,7.38,28.78,-23.73,38.02
52.303833,7.39,28.58,-23.85,37.96
52.312896,7.30,28.56,-23.85,37.92
52.323097,7.36,28.52,-23.89,37.93
52.336796,7.31,28.60,-23.78,37.90
52.348472,7.30,28.71,-23.81,38.01
52.352875,7.27,28.79,-23.81,38.07
52.362639,7.27,28.72,-23.83,38.02
52.373076,7.31,28.74,-23.84,38.05
52.383006,7.33,28.82,-23.70,38.03
52.393123,7.32,28.87,-23.68,38.05
52.402762,7.25,28.96,-23.58,38.05
52.414054,7.21,28.90,-23.57,37.99
52.422899,7.31,28.74,-23.53,37.86
52.433011,7.33,28.71,-23.52,37.83
52.443207,7.32,28.50,-23.47,37.64
52.452849,7.36,28.61,-23.45,37.72
52.463218,7.39,28.63,-23.51,37.78
52.473761,7.37,28.68,-23.57,37.85
52.483039,7.39,28.62,-23.63,37.85
52.492743,7.39,28.76,-23.77,38.03
52.502789,7.28,28.91,-23.77,38.13
52.516733,7.23,29.00,-23.67,38.12
52.528101,7.22,29.38,-23.61,38.37
52.533389,7.12,29.27,-23.64,38.29
52.543115,6.98,29.30,-23.59,38.26
52.553164,7.03,29.32,-23.64,38.31
52.567837,7.01,29.30,-23.69,38.33
52.572915,6.99,29.21,-23.64,38.22
52.582878,7.10,29.18,-23.61,38.20
52.593181,7.14,29.29,-23.69,38.34
52.611659,7.11,29.24,-23.66,38.28
52.613430,7.12,29.33,-23.56,38.29
52.625084,7.21,29.26,-23.59,38.27
52.633068,7.21,29.10,-23.55,38.12
52.642781,7.31,28.69,-23.69,37.92
52.654718,7.32,28.34,-23.80,37.73
52.662467,7.27,28.23,-23.94,37.72
52.672720,7.27,27.99,-24.11,37.65
52.682311,7.27,27.77,-24.19,37.54
52.693028,7.33,27.58,-24.39,37.54
52.709991,7.38,27.73,-24.56,37.77
52.712896,7.39,27.95,-24.44,37.86
52.726348,7.26,28.35,-24.22,37.99
52.733165,7.33,28.67,-24.20,38.23
52.743026,7.36,28.76,-24.16,38.27
52.758261,7.39,28.90,-24.18,38.40
52.763168,7.39,29.00,-24.05,38.39
52.773042,7.37,29.15,-23.95,38.44
52.783178,7.30,29.10,-23.91,38.36
52.792686,7.27,29.01,-24.05,38.38
52.808209,7.31,29.01,-24.02,38.37
52.813161,7.25,28.99,-23.89,38.25
52.823959,7.12,29.07,-23.81,38.25
52.833065,7.06,28.88,-23.79,38.08
52.843859,7.08,28.96,-23.96,38.25
52.853846,6.99,28.94,-23.72,38.06
52.863987,7.01,28.96,-23.56,37.99
52.873209,7.17,28.96,-23.47,37.96
52.885550,7.12,29.01,-23.45,37.98
52.894361,7.10,29.13,-23.31,37.98
52.903563,7.14,29.05,-23.39,37.97
52.913359,7.16,29.28,-23.23,38.05
52.929067,7.23,29.40,-23.06,38.06
52.933035,7.37,29.48,-23.24,38.25
52.947668,7.38,29.43,-23.18,38.18
52.952907,7.28,29.34,-23.25,38.14
52.964310,7.34,29.24,-23.33,38.12
52.973750,7.41,29.13,-23.62,38.23
52.982252,7.47,29.10,-23.67,38.24
52.993907,7.48,29.12,-23.61,38.23
53.005296,7.41,29.13,-23.64,38.24
53.013758,7.38,29.01,-23.62,38.13
53.023085,7.42,28.91,-23.75,38.15
53.033455,7.41,28.85,-23.67,38.05
53.042736,7.49,28.91,-23.81,38.20
53.053910,7.47,28.91,-23.70,38.13
53.062999,7.41,28.85,-23.75,38.10
53.072999,7.36,28.78,-23.86,38.10
53.082507,7.39,28.74,-23.85,38.07
53.093721,7.33,28.77,-23.91,38.12
53.104887,7.30,28.95,-23.89,38.24
53.113670,7.26,29.04,-23.90,38.30
53.130149,7.12,28.99,-23.77,38.16
53.136234,7.09,29.02,-23.85,38.23
53.144582,7.12,29.02,-23.64,38.11
53.152867,7.03,28.90,-23.72,38.04
53.163390,7.01,28.68,-23.96,38.03
53.172663,7.06,28.65,-24.00,38.03
53.183188,6.98,28.60,-23.83,37.87
53.193092,6.95,28.51,-23.89,37.84
53.202903,6.98,28.63,-23.75,37.85
53.218944,6.98,28.65,-23.63,37.79
53.225289,6.98,28.73,-23.67,37.87
53.233167,7.11,28.82,-23.53,37.88
53.242866,7.16,28.82,-23.50,37.87
53.254111,7.06,28.87,-23.40,37.82
53.263551,7.12,28.68,-23.64,37.85
53.273050,7.19,28.66,-23.83,37.96
53.283531,7.15,28.61,-24.02,38.03
53.292687,7.11,28.72,-24.03,38.12
53.303770,7.08,28.84,-23.96,38.16
53.318625,7.00,28.95,-23.89,38.18
53.325444,6.91,29.10,-23.79,38.21
53.333972,6.97,29.07,-23.85,38.24
53.343622,6.97,29.10,-23.85,38.26
53.352759,6.94,29.35,-23.58,38.29
53.363037,6.97,29.38,-23.44,38.22
53.372201,7.08,29.15,-23.53,38.12
53.382495,7.10,29.07,-23.67,38.16
53.393079,7.11,28.93,-23.79,38.12
53.403329,7.15,28.99,-23.64,38.08
53.416999,7.15,29.00,-23.63,38.09
53.423890,7.14,29.06,-23.58,38.10
53.433001,7.16,28.88,-23.69,38.03
53.445415,7.21,28.65,-23.85,37.97
53.452620,7.16,28.63,-23.90,37.98
53.463060,7.15,28.58,-23.84,37.90
53.474200,7.27,28.56,-23.94,37.97
53.483652,7.32,28.54,-24.01,38.00
53.492897,7.34,28.58,-23.92,37.99
53.502611,7.43,28.65,-23.90,38.04
53.517598,7.47,28.82,-23.85,38.14
53.524712,7.45,29.01,-23.91,38.33
53.533130,7.49,29.08,-23.78,38.31
53.544802,7.54,29.08,-23.78,38.32
53.553177,7.48,29.04,-23.74,38.24
53.564113,7.43,29.02,-23.75,38.23
53.573467,7.37,28.96,-23.90,38.27
53.583519,7.26,29.02,-23.86,38.27
53.594166,7.21,28.99,-23.94,38.28
53.603308,7.16,28.93,-23.85,38.17
53.614254,7.14,29.05,-24.02,38.36
53.622773,7.11,29.05,-24.05,38.37
53.633850,7.03,29.32,-23.85,38.44
53.655738,7.08,29.35,-23.85,38.48
53.658040,7.15,29.30,-23.84,38.45
53.663974,7.25,29.18,-23.94,38.43
53.673031,7.38,28.94,-23.97,38.30
53.683703,7.53,28.93,-23.96,38.31
53.693777,7.55,28.88,-23.75,38.15
53.703798,7.64,28.80,-23.81,38.15
53.713197,7.72,28.83,-23.88,38.22
53.729670,7.60,28.76,-23.94,38.18
53.733065,7.61,28.79,-23.73,38.08
53.755414,7.53,28.93,-23.63,38.10
53.756891,7.38,29.12,-23.46,38.12
53.764924,7.30,29.12,-23.46,38.10
53.772956,7.33,29.06,-23.59,38.14
53.782651,7.30,29.02,-23.57,38.09
53.792906,7.30,28.88,-23.66,38.04
53.802203,7.38,28.84,-23.68,38.04
53.812225,7.33,29.01,-23.80,38.24
53.828459,7.38,29.16,-23.79,38.35
53.834383,7.39,29.10,-23.80,38.31
53.844098,7.39,29.21,-23.64,38.30
53.853157,7.31,29.24,-23.59,38.28
53.862631,7.23,29.46,-23.61,38.44
53.873669,7.17,29.57,-23.61,38.51
53.882264,7.12,29.51,-23.64,38.48
53.894177,7.11,29.49,-23.51,38.38
53.907937,7.09,29.23,-23.62,38.24
53.912892,7.06,29.27,-23.68,38.30
53.927287,7.01,29.33,-23.84,38.44
53.935288,6.95,29.37,-23.84,38.46
53.942616,6.98,29.28,-23.81,38.38
53.952586,7.01,29.27,-23.75,38.34
53.963729,7.00,29.39,-23.81,38.47
53.973756,6.98,29.35,-23.99,38.54
53.985881,6.91,29.32,-23.92,38.46
53.993169,6.86,29.45,-23.83,38.50
54.005042,6.80,29.33,-23.81,38.39
54.012239,6.93,29.23,-23.89,38.38
54.022248,6.94,29.33,-23.77,38.38
54.032984,6.86,29.30,-23.70,38.31
54.043873,6.86,29.39,-23.52,38.26
54.057225,6.77,29.19,-23.39,38.02
54.062534,6.77,29.12,-23.41,37.97
54.073321,6.76,29.00,-23.44,37.89
54.085016,6.82,28.76,-23.55,37.79
54.092133,6.67,28.67,-23.50,37.66
54.102953,6.61,28.49,-23.66,37.61
54.112707,6.69,28.33,-23.70,37.54
54.123079,6.61,28.39,-23.85,37.66
54.133312,6.64,28.46,-23.94,37.78
54.142786,6.62,28.63,-23.97,37.93
54.157795,6.62,28.68,-23.99,37.97
54.162636,6.59,28.82,-23.90,38.01
54.172907,6.60,28.80,-23.97,38.05
54.185155,6.59,29.00,-23.86,38.13
54.193125,6.50,28.98,-23.91,38.13
54.203465,6.54,28.93,-23.74,37.99
54.213195,6.48,29.02,-23.73,38.04
54.224253,6.47,29.04,-23.52,37.92
54.239390,6.55,29.12,-23.58,38.04
54.243801,6.61,29.26,-23.52,38.12
54.256039,6.62,29.37,-23.47,38.17
54.262797,6.64,29.12,-23.64,38.09
54.273055,6.60,29.18,-23.68,38.16
54.282503,6.61,29.13,-23.73,38.15
54.292872,6.70,29.05,-23.72,38.09
54.302511,6.69,29.05,-23.95,38.24
54.313567,6.61,28.95,-23.90,38.12
54.322951,6.60,28.91,-23.83,38.04
54.336817,6.62,28.99,-23.66,38.00
54.342880,6.66,29.16,-23.46,38.01
54.354525,6.71,29.30,-23.41,38.10
54.363118,6.64,29.23,-23.48,38.08
54.374342,6.66,29.24,-23.56,38.14
54.384130,6.69,29.24,-23.46,38.08
54.394107,6.75,29.22,-23.39,38.03
54.403654,6.75,29.28,-23.51,38.15
54.422754,6.71,29.32,-23.66,38.26
54.429534,6.67,29.35,-23.70,38.32
54.438227,6.70,29.37,-23.69,38.32
54.444437,6.82,29.32,-23.61,38.25
54.453290,6.80,29.28,-23.72,38.29
54.465757,6.82,29.29,-23.85,38.39
54.472737,6.77,29.05,-23.95,38.25
54.482918,6.84,28.98,-23.91,38.19
54.492950,6.91,28.88,-23.96,38.15
54.503597,6.94,28.73,-24.08,38.13
54.512486,7.00,28.61,-24.16,38.09
54.522733,7.05,28.57,-24.18,38.09
54.532408,7.06,28.51,-24.09,37.99
54.542604,7.15,28.26,-23.91,37.70
54.553599,7.19,28.45,-23.89,37.84
54.565064,7.20,28.56,-23.91,37.94
54.572913,7.17,28.66,-23.83,37.95
54.584486,7.26,28.79,-23.77,38.03
54.593010,7.20,28.98,-23.70,38.12
54.603765,7.08,29.11,-23.72,38.21
54.619063,7.10,29.30,-23.63,38.31
54.625279,7.08,29.51,-23.67,38.49
54.633795,7.11,29.62,-23.69,38.59
54.642920,7.11,29.49,-23.77,38.53
54.652791,7.14,29.43,-23.85,38.55
54.663125,7.16,29.44,-23.83,38.54
54.672784,7.19,29.38,-23.80,38.49
54.683666,7.27,29.37,-23.79,38.49
54.694034,7.28,29.34,-23.77,38.45
54.702779,7.37,29.37,-23.66,38.42
54.718109,7.39,29.43,-23.64,38.47
54.725499,7.43,29.50,-23.61,38.51
54.732863,7.52,29.50,-23.64,38.55
54.743970,7.50,29.40,-23.66,38.48
54.757152,7.60,29.33,-23.70,38.47
54.768685,7.67,29.37,-23.69,38.50
54.774172,7.76,29.32,-23.85,38.58
54.783044,7.77,29.34,-24.01,38.70
54.792719,7.82,29.29,-24.08,38.72
54.802598,7.86,29.27,-23.97,38.64
54.816743,7.86,29.39,-23.81,38.63
54.823420,7.86,29.45,-23.74,38.64
54.835414,7.88,29.50,-23.83,38.73
54.843754,7.86,29.32,-23.80,38.57
54.852429,7.89,29.34,-23.66,38.51
54.863970,7.89,29.30,-23.64,38.47
54.873497,7.89,29.37,-23.59,38.49
54.883015,7.87,29.51,-23.41,38.48
54.893041,7.92,29.55,-23.25,38.43
54.902768,7.92,29.62,-23.29,38.50
54.913481,7.91,29.63,-23.00,38.33
54.923527,7.94,29.91,-22.96,38.54
54.933281,7.93,30.04,-22.80,38.54
54.953809,7.91,30.26,-22.73,38.66
54.955144,7.93,30.27,-22.61,38.60
54.967666,7.93,30.10,-22.81,38.59
54.973713,7.95,30.10,-22.96,38.68
54.983275,8.05,30.07,-22.90,38.65
54.993616,8.09,30.11,-23.01,38.75
55.004716,8.10,30.23,-22.97,38.82
55.013060,8.11,30.30,-23.09,38.96
55.030197,8.22,30.32,-23.06,38.97
55.036828,8.20,30.40,-23.01,39.00
55.045323,8.21,30.51,-22.94,39.04
55.052720,8.26,30.33,-22.90,38.89
55.064302,8.23,30.30,-22.85,38.84
55.074424,8.23,30.19,-22.66,38.64
55.083113,8.31,29.83,-22.61,38.34
55.093608,8.28,29.69,-22.45,38.14
55.103169,8.25,29.41,-22.06,37.68
55.113212,8.33,29.13,-21.86,37.37
55.129991,8.42,28.95,-21.40,36.97
55.133041,8.31,29.02,-20.90,36.72
55.145108,8.28,28.84,-20.29,36.22
55.152633,8.30,28.69,-19.97,35.93
55.163183,8.31,28.72,-19.28,35.57
55.174522,8.42,28.62,-18.71,35.22
55.183984,8.50,28.66,-18.45,35.13
55.192753,8.58,28.71,-17.90,34.90
55.203980,8.69,28.73,-17.45,34.72
55.213088,8.89,28.91,-17.01,34.70
55.228089,9.14,29.02,-16.71,34.72
55.233210,9.38,29.23,-16.13,34.68
55.242658,9.65,29.38,-15.71,34.69
55.253087,9.92,29.35,-15.35,34.58
55.262713,10.21,29.44,-14.76,34.48
55.273181,10.54,29.49,-14.25,34.40
55.282943,10.91,29.50,-13.65,34.29
55.293598,11.28,29.34,-13.07,34.04
