time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
65.190548,-0.0006,0.0727,-0.1041,0.127
65.196861,0.0457,0.0712,-0.1632,0.184
65.201510,0.0520,0.0816,-0.1814,0.206
65.207306,0.0087,0.0777,-0.2281,0.241
65.212451,-0.0557,0.0834,-0.2434,0.263
65.216985,-0.0910,0.0464,-0.2990,0.316
65.221135,-0.0854,0.0313,-0.3518,0.363
65.229056,-0.1192,-0.0094,-0.4066,0.424
65.231546,-0.0709,-0.0371,-0.4397,0.447
65.237125,-0.0097,-0.0234,-0.4370,0.438
65.241907,0.0550,-0.0375,-0.4084,0.414
65.246819,0.0614,-0.0124,-0.4039,0.409
65.252029,0.0620,0.0156,-0.3806,0.386
65.255947,0.0308,0.0015,-0.3575,0.359
65.266671,-0.0131,-0.0235,-0.2778,0.279
65.267896,-0.0464,-0.0147,-0.1774,0.184
65.274286,-0.0408,-0.0318,-0.0755,0.091
65.279183,0.0295,0.0057,0.0375,0.048
65.280930,0.0901,0.0070,0.1401,0.167
65.286893,0.0407,0.0701,0.2229,0.237
65.292205,-0.1063,0.1380,0.1982,0.264
65.295615,-0.1770,0.1781,0.1334,0.284
65.301061,-0.1674,0.1990,0.0122,0.260
65.306389,-0.0452,0.0807,-0.0320,0.098
65.310285,0.0550,-0.0205,-0.0901,0.108
65.316526,0.0115,-0.0471,-0.0337,0.059
65.320701,-0.0988,-0.0066,0.0698,0.121
65.324184,-0.1686,-0.0350,0.3056,0.351
65.329641,-0.0576,-0.1634,0.5775,0.603
65.335179,0.1171,-0.3301,0.8902,0.957
65.339664,0.2677,-0.4144,1.2527,1.346
65.345326,0.2797,-0.3589,1.8166,1.873
65.350206,0.1799,-0.2037,2.3169,2.333
65.355494,0.0468,0.0356,2.9345,2.935
65.368503,-0.2011,0.2175,3.5640,3.576
65.369558,-0.2857,0.4275,4.1745,4.206
65.370424,-0.1931,0.5284,4.7284,4.762
65.384240,-0.0508,0.4926,5.3131,5.336
65.385167,-0.0068,0.4726,5.8951,5.914
65.385802,-0.1176,0.4173,6.4313,6.446
65.390219,-0.3260,0.3934,6.9002,6.919
65.393066,-0.4207,0.3098,7.2823,7.301
65.398776,-0.3485,0.1469,7.6326,7.642
65.404841,-0.2121,-0.0001,8.0679,8.071
65.412516,0.0948,-0.1486,8.5162,8.518
65.414212,0.2805,-0.2275,9.0324,9.040
65.418681,0.3190,-0.1610,9.6952,9.702
65.425014,0.2919,-0.0831,10.2582,10.263
65.434494,0.1730,0.0023,10.4968,10.498
65.435710,0.0304,0.0924,10.4785,10.479
65.438814,0.0492,0.1558,10.2491,10.250
65.453161,0.2530,0.2331,9.9933,9.999
65.454517,0.4465,0.4504,9.7877,9.808
65.455149,0.5423,0.7346,9.5586,9.602
65.464289,0.5774,1.0213,9.4064,9.479
65.467824,0.5220,1.2015,9.5035,9.593
65.468245,0.4304,1.2333,9.6081,9.697
65.474322,0.3537,1.1984,9.6606,9.741
65.481438,0.2094,1.0393,9.5391,9.598
65.482186,0.0396,0.7351,9.3276,9.357
65.487409,-0.2646,0.3565,9.0502,9.061
65.493119,-0.5676,0.0390,8.7931,8.812
65.497133,-0.8908,-0.1489,8.5946,8.642
65.502988,-1.1015,-0.3844,8.2514,8.333
65.516738,-1.1392,-0.5975,7.6392,7.747
65.518115,-0.9756,-0.8347,6.8422,6.962
65.518798,-0.7579,-1.0126,6.0347,6.166
65.522539,-0.4735,-1.0984,5.3769,5.508
65.526986,-0.1548,-1.1264,4.7488,4.883
65.531959,0.2780,-1.2126,4.0382,4.225
65.536504,0.5444,-1.2605,3.4915,3.752
65.541747,0.6087,-1.2367,3.1185,3.410
65.546072,0.5744,-1.1425,2.8381,3.113
65.551757,0.4132,-1.0574,2.4712,2.720
65.556465,0.3093,-0.9798,2.0040,2.252
65.564878,0.3429,-1.0267,1.3412,1.724
65.566541,0.4977,-1.1570,0.6148,1.402
65.572137,0.7622,-1.2549,-0.1846,1.480
65.578957,1.2273,-1.3216,-1.1000,2.113
65.582266,1.4049,-1.3834,-2.1387,2.909
65.585838,1.3660,-1.2545,-3.1215,3.631
65.594376,1.2237,-1.2619,-3.9958,4.365
65.595437,1.0173,-1.4623,-4.7978,5.118
65.600802,0.5194,-1.7070,-5.5256,5.807
65.606401,-0.0966,-1.9549,-6.1130,6.419
65.612321,-0.6476,-2.1558,-6.6658,7.036
65.616362,-1.0875,-2.2524,-7.2322,7.653
65.620050,-1.4889,-2.3981,-7.8057,8.300
65.626317,-1.7646,-2.5066,-8.3006,8.849
65.630174,-1.9651,-2.4231,-8.7058,9.248
65.635026,-2.1864,-2.2308,-8.8208,9.358
65.643057,-2.4322,-1.9777,-8.6436,9.194
65.645018,-2.5208,-1.8855,-8.4660,9.032
65.650366,-2.1828,-2.5292,-8.6755,9.297
65.656190,-1.8868,-3.1560,-8.9638,9.689
65.661909,-1.5602,-3.6573,-9.3835,10.191
65.666127,-1.2852,-3.8955,-9.8148,10.638
65.669616,-1.2821,-3.8071,-10.1090,10.878
65.680435,-1.4502,-3.5766,-10.3538,11.050
65.681550,-1.6661,-3.3783,-10.6508,11.297
65.685672,-1.7524,-3.3050,-11.0400,11.657
65.689222,-1.6986,-3.4225,-11.5590,12.174
65.694269,-1.5007,-3.7383,-12.1931,12.841
65.699794,-1.3053,-3.9943,-12.7775,13.451
65.705450,-1.0544,-4.2234,-13.3172,14.011
65.710150,-0.7073,-4.3662,-14.1291,14.805
65.718317,-0.5072,-4.3331,-14.4289,15.074
65.719616,-0.4752,-4.4001,-14.5809,15.238
65.725233,-0.3368,-4.4936,-14.4398,15.127
65.728002,-0.0594,-4.6039,-13.8315,14.578
65.734425,0.1623,-4.6786,-12.9430,13.764
65.739458,0.1547,-4.6829,-12.0042,12.886
65.746289,-0.1259,-4.6274,-11.0607,11.990
65.749936,-0.4453,-4.4209,-10.0453,10.984
65.754773,-0.6737,-4.1111,-9.0297,9.944
65.769679,-0.6783,-3.7527,-8.0569,8.914
65.770662,-0.4950,-3.4307,-7.2559,8.041
65.771327,-0.2474,-3.0983,-6.6600,7.350
65.785872,0.1141,-2.7584,-6.2713,6.852
65.787210,0.4661,-2.4420,-5.9725,6.469
65.787883,0.7448,-2.1868,-5.6731,6.125
65.788543,0.9164,-1.9370,-5.4383,5.845
65.792965,0.9571,-1.7437,-5.2685,5.632
65.798010,1.0466,-1.3479,-5.2144,5.487
65.804038,1.1287,-0.9939,-5.2134,5.426
65.807709,1.2816,-0.7704,-5.2484,5.457
65.812581,1.4030,-0.6556,-5.0968,5.327
65.817117,1.3719,-0.6328,-4.6681,4.906
65.823269,1.1744,-0.6089,-4.1061,4.314
65.827336,0.8615,-0.5315,-3.4874,3.631
65.832897,0.4634,-0.3916,-2.9027,2.965
65.840600,0.1568,-0.2449,-2.3179,2.336
65.842848,-0.0135,-0.1570,-1.7393,1.746
65.847977,-0.0356,-0.1006,-1.0654,1.071
65.852249,0.0809,-0.1130,-0.3669,0.392
65.858125,0.1799,-0.1644,0.2826,0.373
65.864242,0.1856,-0.1436,0.8934,0.924
65.867601,0.0747,-0.1496,1.4325,1.442
65.871735,-0.0992,-0.1272,1.6967,1.704
65.884231,-0.1243,-0.0446,1.7317,1.737
65.885278,-0.2306,0.1248,1.6501,1.671
65.886227,-0.2234,0.2209,1.4112,1.446
65.906294,-0.1199,0.3622,0.9192,0.995
65.907193,-0.0255,0.4350,0.3317,0.548
65.907669,-0.0421,0.5369,-0.1846,0.569
65.908150,-0.1560,0.5949,-0.5966,0.857
65.912523,-0.2587,0.5819,-0.8025,1.025
65.915757,-0.3466,0.5495,-0.8652,1.082
65.922273,-0.2813,0.5225,-0.8069,1.002
65.927468,-0.0561,0.4803,-0.6997,0.851
65.930887,-0.0494,0.5263,-0.5319,0.750
65.936247,0.0000,0.5146,-0.4688,0.696
65.942199,0.1219,0.5165,-0.3356,0.628
65.945167,0.2578,0.5266,-0.1396,0.603
65.951490,0.3605,0.5459,0.1241,0.666
65.955207,0.4317,0.5493,0.4414,0.826
65.963595,0.4382,0.5971,0.7725,1.070
65.967883,0.4312,0.5995,1.0245,1.263
65.972454,0.4585,0.5312,1.2864,1.465
65.986634,0.4753,0.3813,1.5439,1.660
65.987713,0.4231,0.1871,1.8041,1.862
65.988324,0.2455,0.0099,2.0357,2.051
65.992335,0.1519,-0.1508,2.2243,2.235
65.995857,0.0916,-0.3339,2.3795,2.405
65.999582,0.0926,-0.4246,2.5443,2.581
66.005596,0.1561,-0.4706,2.6710,2.717
66.009860,0.3254,-0.4309,2.6858,2.740
66.015561,0.4386,-0.4389,2.6534,2.725
66.021050,0.5122,-0.3771,2.5883,2.665
66.024834,0.6080,-0.3043,2.3612,2.457
66.030035,0.7350,-0.1929,1.9865,2.127
66.034424,0.7874,-0.0914,1.5311,1.724
66.041022,0.6795,0.0824,1.2149,1.394
66.044748,0.5095,0.1998,0.9300,1.079
66.051214,0.4093,0.2562,0.6715,0.827
66.056885,0.3622,0.2252,0.4609,0.628
66.060222,0.3161,0.1740,0.2120,0.418
66.065217,0.3023,0.0904,0.0419,0.318
66.069827,0.3506,-0.0209,-0.0352,0.353
66.079554,0.3799,-0.1241,-0.0793,0.407
66.080969,0.3234,-0.1958,-0.0664,0.384
66.089056,0.2553,-0.2576,-0.0157,0.363
66.089708,0.2202,-0.3167,0.0848,0.395
66.101951,0.2145,-0.3827,0.2952,0.529
66.103048,0.2080,-0.4132,0.5631,0.729
66.106641,0.2285,-0.4160,0.8072,0.936
66.109308,0.3065,-0.4440,0.9967,1.133
66.117746,0.3678,-0.4474,1.0337,1.185
66.119719,0.3819,-0.3928,0.9947,1.136
66.123612,0.3904,-0.3498,0.8702,1.016
66.127103,0.3129,-0.3159,0.7532,0.875
66.133294,0.2871,-0.2746,0.7752,0.871
66.139646,0.3571,-0.2598,0.7493,0.870
66.143269,0.5161,-0.2232,0.6347,0.848
66.149871,0.5300,-0.1386,0.6539,0.853
66.153691,0.4353,-0.0734,0.7756,0.892
66.158713,0.3255,-0.0235,0.9974,1.049
66.163659,0.2261,-0.0108,1.2381,1.259
66.167321,0.1219,-0.0380,1.4740,1.479
66.179144,0.0365,-0.1030,1.6453,1.649
66.180711,0.0604,-0.1625,1.7165,1.725
66.188869,0.1210,-0.2806,1.6661,1.694
66.189501,0.1173,-0.3558,1.5517,1.596
66.201945,0.0966,-0.3896,1.3638,1.422
66.203074,0.0294,-0.3476,1.1622,1.213
66.203580,-0.0613,-0.2603,1.0139,1.049
66.208669,-0.1070,-0.1365,0.7945,0.813
66.213003,-0.1615,-0.0784,0.5566,0.585
66.217507,-0.2086,-0.0276,0.2501,0.327
66.223414,-0.2407,-0.0025,-0.0415,0.244
66.226945,-0.1682,-0.0099,-0.2635,0.313
66.232245,-0.0789,-0.0594,-0.4376,0.449
66.237300,0.0164,-0.1269,-0.5043,0.520
66.241861,0.0823,-0.2104,-0.4494,0.503
66.247524,0.0812,-0.2960,-0.2562,0.400
66.252045,0.0350,-0.3100,-0.0134,0.312
66.261813,-0.0535,-0.3007,0.1713,0.350
66.263147,-0.0764,-0.3063,0.3172,0.448
66.275541,-0.0245,-0.3077,0.3526,0.469
66.276961,0.1283,-0.3091,0.2608,0.424
66.278560,0.2026,-0.2480,0.1615,0.359
66.286805,0.2340,-0.1434,0.0930,0.290
66.288096,0.2390,-0.0818,0.1796,0.310
66.291314,0.2217,-0.0327,0.3306,0.399
66.295614,0.1270,0.0317,0.5173,0.534
66.300722,0.0793,0.0790,0.7709,0.779
66.308553,0.0473,0.0795,0.8810,0.886
66.310514,0.0191,0.1160,1.0250,1.032
66.315541,-0.0247,0.1279,1.1406,1.148
66.320205,-0.0193,0.1291,1.2113,1.218
66.325596,-0.0466,0.0641,1.2013,1.204
66.330401,-0.1907,-0.0357,1.1801,1.196
66.336037,-0.2702,-0.1175,1.1525,1.190
66.341336,-0.2693,-0.2001,1.1424,1.191
66.344500,-0.2388,-0.2207,1.0590,1.108
66.350637,-0.1400,-0.2863,0.8998,0.955
66.364281,-0.1300,-0.3527,0.6504,0.751
66.365317,-0.0972,-0.4304,0.3751,0.579
66.365958,-0.0665,-0.4153,0.0496,0.423
66.370633,-0.0170,-0.4042,-0.2761,0.490
66.381063,-0.0000,-0.3675,-0.5139,0.632
66.382093,0.0668,-0.2806,-0.6043,0.670
66.386333,0.1027,-0.1482,-0.5786,0.606
66.390279,0.1194,-0.0616,-0.4082,0.430
66.394967,0.1403,0.0382,-0.1075,0.181
66.399680,0.1643,0.0970,0.3621,0.409
66.405690,0.1496,0.1588,0.8308,0.859
66.412111,0.0548,0.1763,1.2488,1.262
66.415364,-0.0229,0.1987,1.6236,1.636
66.423734,-0.0390,0.1701,1.9434,1.951
66.424650,-0.0066,0.1855,2.1941,2.202
66.430098,0.0707,0.2182,2.3521,2.363
66.434697,0.0947,0.2439,2.3793,2.394
66.439854,0.1234,0.2748,2.2781,2.298
66.443128,0.0713,0.3089,2.0915,2.115
66.449111,0.0083,0.3302,1.8555,1.885
66.453232,-0.0248,0.3756,1.5485,1.594
66.458533,0.0775,0.3623,1.2374,1.292
66.463846,0.1656,0.3536,0.9051,0.986
66.468682,0.2307,0.3120,0.6424,0.751
66.481338,0.3196,0.3005,0.3821,0.582
66.482532,0.3064,0.2909,0.2028,0.469
66.483074,0.2664,0.2092,0.1044,0.354
66.491369,0.3383,0.1586,0.0819,0.382
66.498629,0.3927,0.1364,0.1378,0.438
66.499563,0.4458,0.1189,0.1954,0.501
66.502476,0.3868,0.1296,0.2189,0.463
66.507814,0.2990,0.1137,0.2086,0.382
66.513831,0.1885,0.1505,0.1741,0.297
66.519393,0.0996,0.1587,0.1537,0.242
66.523893,-0.0264,0.2030,0.1858,0.276
66.529754,-0.1120,0.1804,0.2227,0.308
66.534538,-0.1891,0.1670,0.2715,0.371
66.539214,-0.2922,0.1407,0.3994,0.514
66.544278,-0.2997,0.1316,0.5467,0.637
66.547122,-0.2958,0.1223,0.6416,0.717
66.552996,-0.2159,0.1025,0.7058,0.745
66.558089,-0.1101,0.0621,0.7681,0.778
66.562705,0.0391,0.0459,0.7950,0.797
66.568054,0.1395,0.0368,0.8463,0.859
66.578013,0.1321,0.0561,0.8503,0.862
66.578965,0.0728,0.1298,0.8786,0.891
66.584424,-0.0358,0.1906,0.9098,0.930
66.587072,-0.0637,0.2481,0.8984,0.934
66.597537,0.0117,0.2520,0.8084,0.847
66.598559,0.1744,0.1909,0.6758,0.724
66.601912,0.2868,0.1248,0.5148,0.602
66.607581,0.2876,0.1084,0.3729,0.483
66.612093,0.2513,0.1375,0.2463,0.378
66.617033,0.1971,0.1435,0.1255,0.274
66.621580,0.0958,0.2030,0.0888,0.241
66.625757,0.0602,0.1804,0.0834,0.208
66.631521,-0.0299,0.1056,0.0661,0.128
66.634958,-0.1227,0.0628,-0.0411,0.144
66.641476,-0.2642,-0.0730,-0.2875,0.397
66.646307,-0.3810,-0.1762,-0.5177,0.667
66.651923,-0.4216,-0.2060,-0.7486,0.883
66.663114,-0.4130,-0.2264,-0.8923,1.009
66.664092,-0.3515,-0.2078,-1.0090,1.088
66.666143,-0.2297,-0.1919,-1.0157,1.059
66.683262,-0.1473,-0.1935,-0.9675,0.998
66.684359,-0.1033,-0.1248,-0.8239,0.840
66.684978,-0.0655,-0.1037,-0.6901,0.701
66.685353,0.0054,-0.0737,-0.5160,0.521
66.691930,0.0382,-0.0184,-0.3565,0.359
66.696066,0.0598,-0.0223,-0.2283,0.237
66.701511,0.0972,-0.0379,-0.0979,0.143
66.705048,0.1077,-0.0462,-0.0349,0.122
66.709838,0.1972,-0.0355,0.0327,0.203
66.716469,0.2031,-0.0464,0.1527,0.258
66.724135,0.2190,-0.0289,0.2483,0.332
66.725125,0.2450,-0.0194,0.4057,0.474
66.730042,0.1969,-0.0181,0.5508,0.585
66.735379,0.1555,-0.0015,0.6766,0.694
66.739757,0.0749,-0.0151,0.7664,0.770
66.745494,0.0238,-0.0399,0.8513,0.853
66.749980,-0.0338,-0.0738,0.9268,0.930
66.758967,-0.1173,-0.0665,0.9306,0.940
66.760327,-0.1643,-0.1135,0.8460,0.869
66.764591,-0.2205,-0.1143,0.7832,0.822
66.771883,-0.2140,-0.1213,0.7110,0.752
66.779544,-0.1184,-0.1343,0.6198,0.645
66.780497,-0.0362,-0.1911,0.4833,0.521
66.784652,0.0309,-0.1813,0.3132,0.363
66.789649,-0.0243,-0.1951,0.2076,0.286
66.794570,-0.0700,-0.1247,0.1663,0.219
66.800006,-0.0658,-0.0606,0.1654,0.188
66.804781,-0.0390,0.0044,0.2694,0.272
66.809730,0.0048,0.0609,0.3301,0.336
66.814045,0.0392,0.0755,0.3547,0.365
66.817612,0.0039,0.0893,0.3457,0.357
66.823417,0.0066,0.1239,0.3485,0.370
66.829482,-0.0053,0.1184,0.3630,0.382
66.833783,0.0136,0.1142,0.4509,0.465
66.839285,0.0846,0.1277,0.5166,0.539
66.844871,0.0936,0.1419,0.5674,0.592
66.848546,0.0580,0.1660,0.6010,0.626
66.854400,0.0468,0.2019,0.6558,0.688
66.857494,0.0477,0.2254,0.6578,0.697
66.863886,0.0914,0.2101,0.7050,0.741
66.868064,0.1254,0.1819,0.7305,0.763
66.880339,0.0949,0.1548,0.7489,0.771
66.881437,0.1313,0.1524,0.7245,0.752
66.881983,0.1461,0.1482,0.7124,0.742
66.902532,0.1324,0.1494,0.6933,0.722
66.904754,0.1354,0.1631,0.6556,0.689
66.905325,0.0669,0.2012,0.6018,0.638
66.905766,0.0720,0.2187,0.5937,0.637
66.906112,0.0861,0.2304,0.4837,0.543
66.912103,0.1231,0.2035,0.3344,0.410
66.917127,0.1328,0.1627,0.2245,0.307
66.922398,0.0798,0.1775,0.1084,0.223
66.926853,0.0360,0.1693,0.0550,0.182
66.931096,-0.0386,0.1764,-0.0123,0.181
66.936924,0.0012,0.1870,-0.1075,0.216
66.941048,0.0454,0.1772,-0.1261,0.222
66.945778,0.0771,0.1897,-0.0829,0.221
66.950260,0.0821,0.1718,-0.0258,0.192
66.957140,0.0488,0.1992,0.0547,0.212
66.960863,0.0275,0.1739,0.0988,0.202
66.965699,0.0369,0.1341,0.1000,0.171
66.976514,0.0153,0.1318,0.1155,0.176
66.977583,0.0177,0.1191,0.1048,0.160
66.983219,0.0536,0.0936,0.0610,0.124
66.999381,0.0108,0.0556,0.0058,0.057
67.000498,-0.0030,0.0242,-0.0941,0.097
67.000945,-0.0359,0.0141,-0.1479,0.153
67.003378,-0.0903,-0.0273,-0.1252,0.157
67.004228,-0.0900,-0.0426,-0.1097,0.148
67.010520,-0.0712,-0.0654,-0.0824,0.127
67.015488,-0.0153,-0.0625,-0.0386,0.075
67.022931,0.0511,-0.0293,-0.0306,0.066
67.026330,0.0926,-0.0469,-0.0249,0.107
67.030140,0.0809,-0.0055,-0.0192,0.083
67.038255,0.0454,-0.0364,0.0128,0.060
67.040415,0.0245,0.0132,-0.0007,0.028
67.044714,0.0228,-0.0117,-0.0234,0.035
67.049401,0.0025,-0.0174,-0.0532,0.056
67.054818,0.0374,-0.0162,-0.0637,0.076
67.059756,0.0298,-0.0124,-0.1003,0.105
67.064261,0.0131,-0.0087,-0.1295,0.130
67.075306,-0.0578,-0.0283,-0.1301,0.145
67.078083,-0.0897,-0.0376,-0.1877,0.211
67.080178,-0.0804,-0.0505,-0.2712,0.287
67.087334,-0.1059,-0.0977,-0.3352,0.365
67.107051,-0.1135,-0.1192,-0.3894,0.423
67.107554,-0.0771,-0.1295,-0.4102,0.437
67.107823,-0.0443,-0.1382,-0.4288,0.453
67.108080,-0.0202,-0.1573,-0.3763,0.408
67.108327,0.0218,-0.1705,-0.3102,0.355
67.113910,0.0030,-0.1899,-0.2093,0.283
67.119105,0.0212,-0.1734,-0.0642,0.186
67.124254,0.0098,-0.1739,0.0367,0.178
67.128797,0.0234,-0.1892,0.1415,0.237
67.137801,0.0640,-0.1766,0.1457,0.238
67.139200,0.0599,-0.1318,0.1688,0.222
67.143272,0.0377,-0.1357,0.1656,0.217
67.148092,0.0515,-0.1191,0.1863,0.227
67.153079,0.0368,-0.0611,0.2164,0.228
67.158479,0.0363,-0.0567,0.2250,0.235
67.163679,0.0260,-0.0366,0.2099,0.215
67.174000,0.0437,-0.0482,0.1547,0.168
67.175407,0.0487,-0.0982,0.1002,0.149
67.179697,0.0127,-0.1005,0.0271,0.105
67.190288,-0.0450,-0.1026,-0.0595,0.127
67.191517,-0.0981,-0.1044,-0.1121,0.182
67.194868,-0.1204,-0.1009,-0.1618,0.226
67.197979,-0.1145,-0.1157,-0.2088,0.265
67.207723,-0.0781,-0.0894,-0.1984,0.231
67.208484,-0.0135,-0.1006,-0.2333,0.254
67.212727,-0.0159,-0.0447,-0.2275,0.232
67.217442,0.0154,-0.0266,-0.2528,0.255
67.221614,0.0276,-0.0012,-0.2256,0.227
67.227387,0.0708,0.0434,-0.1845,0.202
67.232085,0.0875,0.0356,-0.1390,0.168
67.236393,0.0659,0.0540,-0.0772,0.115
67.242000,0.0843,0.0221,-0.0348,0.094
67.246914,0.0137,-0.0025,-0.0093,0.017
67.252588,-0.0671,0.0014,-0.0480,0.083
67.258050,-0.1039,-0.0468,-0.0838,0.141
67.262348,-0.1163,-0.0494,-0.1287,0.180
67.273156,-0.0568,-0.0353,-0.1374,0.153
67.274598,-0.0376,-0.0425,-0.1601,0.170
67.277856,0.0323,-0.0496,-0.1470,0.158
67.295877,0.0532,-0.0352,-0.1125,0.129
67.296848,0.0538,-0.0234,-0.0758,0.096
67.297445,0.0417,-0.0094,-0.0440,0.061
67.297924,-0.0114,0.0118,-0.0766,0.078
67.303866,-0.0481,0.0284,-0.1564,0.166
67.305840,-0.0352,0.0573,-0.1975,0.209
67.311600,-0.0157,0.0485,-0.1717,0.179
67.315777,0.0439,0.0283,-0.1011,0.114
67.322315,0.0958,0.0202,-0.0501,0.110
67.325437,0.1116,-0.0117,0.0171,0.114
67.330245,0.0821,-0.0057,0.0506,0.097
67.335206,0.0315,-0.0070,0.0720,0.079
67.339595,-0.0070,0.0104,0.0481,0.050
67.346133,-0.0478,0.0156,0.0007,0.050
67.350098,-0.0860,0.0325,-0.0510,0.105
67.355357,-0.0337,0.0016,-0.0951,0.101
67.360991,-0.0077,-0.0341,-0.1436,0.148
67.366746,0.0394,-0.0557,-0.0682,0.096
67.370669,0.0625,-0.0419,-0.0742,0.106
67.375993,0.0926,-0.0714,-0.0752,0.139
67.379812,0.0753,-0.0442,-0.1096,0.140
67.391131,0.0869,-0.0649,-0.1531,0.188
67.392130,0.0251,-0.0594,-0.1749,0.186
67.394755,0.0138,-0.0277,-0.1847,0.187
67.413008,-0.0378,-0.0201,-0.1991,0.204
67.414368,-0.0317,-0.0313,-0.2135,0.218
67.414988,0.0033,-0.0613,-0.2183,0.227
67.417043,0.0435,-0.0599,-0.2279,0.240
67.422642,0.0630,-0.0678,-0.2494,0.266
67.426144,0.0811,-0.0422,-0.2067,0.226
67.429961,0.0646,-0.0356,-0.1978,0.211
67.435173,0.0540,-0.0075,-0.1512,0.161
67.444219,0.0300,-0.0152,-0.1002,0.106
67.444717,0.0446,-0.0109,-0.0735,0.087
67.449584,0.0262,-0.0138,-0.0707,0.077
67.453986,-0.0108,-0.0143,-0.0751,0.077
67.459015,-0.0070,-0.0598,-0.1175,0.132
67.464270,-0.0342,-0.0643,-0.1525,0.169
67.468664,-0.0257,-0.0828,-0.1467,0.170
67.473541,-0.0625,-0.0772,-0.1126,0.150
67.478630,-0.0444,-0.0976,-0.1452,0.180
67.493345,-0.0431,-0.1058,-0.1348,0.177
67.494350,-0.0013,-0.1042,-0.1364,0.172
67.494830,-0.0476,-0.0834,-0.1166,0.151
67.502741,-0.0414,-0.0625,-0.0947,0.121
67.503276,-0.0425,-0.0371,-0.0729,0.092
67.508186,-0.0320,-0.0094,-0.0180,0.038
67.514447,-0.0194,0.0013,-0.0039,0.020
67.517765,-0.0235,0.0115,0.0053,0.027
67.524682,0.0081,0.0427,-0.0021,0.044
67.528410,0.0111,0.0377,0.0285,0.049
67.533339,0.0095,0.0013,0.0637,0.064
67.537492,-0.0036,0.0098,0.1009,0.101
67.543989,-0.0210,0.0056,0.1094,0.111
67.548112,0.0001,-0.0228,0.1201,0.122
67.552187,0.0000,-0.0091,0.0975,0.098
67.557718,0.0192,-0.0386,0.0799,0.091
67.564690,-0.0282,-0.0256,0.0364,0.053
67.567925,-0.0442,-0.0294,-0.0092,0.054
67.572799,-0.0435,-0.0497,-0.0283,0.072
67.577072,-0.0026,-0.0295,-0.0069,0.030
67.589289,-0.0070,-0.0095,0.0002,0.012
67.590309,0.0100,0.0196,0.0285,0.036
67.595137,0.0003,0.0080,-0.0169,0.019
67.610858,-0.0713,0.0321,-0.0382,0.087
67.611900,-0.0950,0.0178,-0.0261,0.100
67.612533,-0.0759,0.0059,-0.0401,0.086
67.613127,-0.0550,-0.0011,-0.0397,0.068
67.617219,-0.0392,0.0015,-0.0678,0.078
67.622424,-0.0024,0.0019,-0.1313,0.131
67.627000,-0.0278,0.0265,-0.1990,0.203
67.632592,-0.0555,0.0210,-0.2757,0.282
67.637441,-0.0878,-0.0045,-0.3851,0.395
67.640844,-0.1078,-0.0326,-0.4819,0.495
67.648209,-0.0589,-0.0843,-0.5282,0.538
67.650801,-0.0274,-0.0977,-0.5243,0.534
67.656582,-0.0248,-0.1018,-0.4494,0.461
67.666761,-0.0269,-0.0945,-0.3657,0.379
67.668073,-0.0025,-0.0622,-0.2758,0.283
67.671476,0.0125,-0.0531,-0.1581,0.167
67.675964,0.0423,-0.0130,-0.0154,0.047
67.687223,0.0888,-0.0185,0.1356,0.163
67.688153,0.1165,0.0441,0.2901,0.316
67.692626,0.1013,0.0620,0.4102,0.427
67.697081,0.1121,0.0922,0.5247,0.544
67.701328,0.0966,0.0985,0.5885,0.604
67.705904,0.1045,0.1095,0.6212,0.639
67.712691,0.0481,0.1273,0.5564,0.573
67.714911,-0.0155,0.0928,0.4970,0.506
67.721598,-0.0979,0.0494,0.4336,0.447
67.725558,-0.0850,-0.0001,0.3234,0.334
67.730278,-0.0748,-0.0553,0.2118,0.231
67.735897,-0.0223,-0.1084,0.0751,0.134
67.740457,-0.0230,-0.1254,-0.0769,0.149
67.746129,-0.0552,-0.1085,-0.2396,0.269
67.751216,-0.0497,-0.0904,-0.3606,0.375
67.755663,-0.0589,-0.0470,-0.4854,0.491
67.769200,-0.0205,-0.0353,-0.5048,0.506
67.770300,0.0418,-0.0312,-0.4958,0.498
67.770863,0.0614,-0.0491,-0.4038,0.411
67.778682,0.1026,-0.0630,-0.3294,0.351
67.779332,0.0371,-0.0138,-0.2510,0.254
67.787051,0.0150,-0.0235,-0.2019,0.204
67.789131,0.0124,-0.0110,-0.1389,0.140
67.795825,0.0338,-0.0148,-0.0338,0.050
67.799399,0.0765,-0.0304,0.0491,0.096
67.804323,0.0808,-0.0438,0.0743,0.118
67.810199,0.0612,-0.0101,0.0970,0.115
67.813926,0.0202,-0.0224,0.1433,0.146
67.818928,0.0127,-0.0116,0.1561,0.157
67.825822,-0.0259,0.0171,0.1451,0.148
67.829131,-0.0620,-0.0126,0.1675,0.179
67.834006,-0.0433,-0.0334,0.1470,0.157
67.838071,-0.0390,-0.0197,0.1339,0.141
67.844558,-0.0251,-0.0406,0.1233,0.132
67.849892,0.0103,-0.0576,0.0441,0.073
67.854219,0.0602,-0.0610,-0.0014,0.086
67.861641,0.0342,-0.0462,-0.0511,0.077
67.864509,-0.0029,0.0013,-0.0982,0.098
67.868934,0.0082,0.0102,-0.1424,0.143
67.873174,0.0484,0.0214,-0.1793,0.187
67.883440,0.0721,0.0018,-0.1946,0.208
67.890746,0.0795,0.0041,-0.2549,0.267
