time,wx (rad/s),wy (rad/s),wz (rad/s)
29.295308,-0.05,-0.16,0.27
29.298891,-0.05,-0.17,0.27
29.301335,-0.05,-0.17,0.28
29.304424,-0.05,-0.18,0.28
29.307875,-0.05,-0.18,0.28
29.308646,-0.05,-0.18,0.28
29.309976,-0.05,-0.18,0.28
29.313286,-0.06,-0.18,0.27
29.314483,-0.06,-0.18,0.27
29.317694,-0.06,-0.18,0.27
29.321159,-0.07,-0.17,0.27
29.322439,-0.07,-0.17,0.27
29.324569,-0.08,-0.17,0.27
29.327363,-0.08,-0.17,0.27
29.329722,-0.09,-0.17,0.26
29.332045,-0.09,-0.16,0.26
29.334663,-0.09,-0.16,0.26
29.338209,-0.10,-0.16,0.26
29.340173,-0.10,-0.15,0.25
29.342408,-0.10,-0.15,0.25
29.343957,-0.10,-0.14,0.25
29.346657,-0.10,-0.13,0.25
29.349002,-0.10,-0.13,0.25
29.351520,-0.11,-0.12,0.25
29.355457,-0.10,-0.11,0.25
29.358375,-0.10,-0.11,0.25
29.359071,-0.11,-0.10,0.25
29.361550,-0.11,-0.09,0.25
29.363909,-0.11,-0.09,0.25
29.366573,-0.11,-0.09,0.25
29.375387,-0.11,-0.08,0.25
29.376711,-0.11,-0.08,0.25
29.377238,-0.11,-0.08,0.25
29.377631,-0.11,-0.08,0.25
29.380557,-0.11,-0.07,0.25
29.381151,-0.11,-0.07,0.25
29.384515,-0.11,-0.07,0.25
29.396828,-0.10,-0.07,0.25
29.398033,-0.10,-0.08,0.26
29.398501,-0.10,-0.08,0.26
29.398880,-0.09,-0.08,0.26
29.399189,-0.09,-0.08,0.26
29.399468,-0.08,-0.09,0.26
29.401604,-0.07,-0.09,0.26
29.405053,-0.07,-0.09,0.26
29.406191,-0.06,-0.10,0.26
29.408629,-0.05,-0.10,0.26
29.410858,-0.04,-0.10,0.26
29.413859,-0.03,-0.11,0.27
29.416134,-0.02,-0.11,0.27
29.421188,-0.02,-0.12,0.27
29.423201,-0.00,-0.12,0.27
29.424429,0.01,-0.13,0.27
29.426412,0.02,-0.13,0.27
29.427857,0.03,-0.14,0.27
29.430953,0.04,-0.14,0.27
29.434625,0.05,-0.14,0.27
29.437963,0.06,-0.14,0.27
29.439026,0.07,-0.14,0.27
29.440193,0.09,-0.14,0.28
29.443163,0.10,-0.14,0.28
29.445331,0.11,-0.14,0.28
29.448091,0.13,-0.15,0.28
29.450007,0.14,-0.15,0.28
29.453001,0.15,-0.15,0.28
29.455431,0.16,-0.15,0.28
29.458555,0.18,-0.15,0.28
29.460470,0.18,-0.15,0.28
29.462569,0.19,-0.14,0.27
29.465181,0.20,-0.13,0.27
29.473883,0.21,-0.13,0.27
29.475038,0.21,-0.13,0.26
29.475533,0.22,-0.13,0.26
29.475918,0.23,-0.13,0.26
29.480561,0.23,-0.13,0.25
29.481309,0.24,-0.13,0.25
29.484056,0.24,-0.13,0.24
29.497132,0.25,-0.13,0.24
29.498198,0.25,-0.12,0.23
29.498653,0.26,-0.12,0.23
29.498999,0.27,-0.12,0.22
29.499311,0.27,-0.11,0.22
29.499598,0.28,-0.11,0.21
29.499889,0.28,-0.11,0.21
29.504084,0.29,-0.10,0.20
29.505636,0.30,-0.10,0.19
29.506397,0.30,-0.10,0.18
29.509766,0.30,-0.10,0.18
29.512114,0.30,-0.11,0.16
29.514592,0.30,-0.11,0.15
29.518890,0.29,-0.11,0.14
29.519807,0.28,-0.11,0.12
29.522261,0.27,-0.11,0.11
29.524141,0.25,-0.12,0.09
29.526575,0.23,-0.11,0.06
29.529504,0.21,-0.11,0.04
29.531684,0.18,-0.10,0.02
29.534868,0.15,-0.09,-0.00
29.536240,0.11,-0.07,-0.03
29.540191,0.08,-0.05,-0.05
29.541410,0.04,-0.03,-0.07
29.544702,-0.01,-0.01,-0.09
29.547117,-0.05,0.01,-0.11
29.548703,-0.10,0.03,-0.13
29.551689,-0.14,0.05,-0.15
29.554060,-0.19,0.07,-0.17
29.556005,-0.24,0.08,-0.18
29.558948,-0.28,0.10,-0.19
29.561838,-0.32,0.12,-0.20
29.564149,-0.36,0.13,-0.22
29.573372,-0.39,0.14,-0.22
29.574605,-0.42,0.15,-0.23
29.575112,-0.45,0.16,-0.24
29.575508,-0.46,0.18,-0.24
29.578694,-0.47,0.19,-0.24
29.579391,-0.48,0.20,-0.24
29.584642,-0.47,0.21,-0.23
29.585609,-0.46,0.23,-0.22
29.586164,-0.44,0.25,-0.21
29.597127,-0.42,0.27,-0.20
29.598499,-0.39,0.29,-0.18
29.599053,-0.35,0.30,-0.16
29.599540,-0.31,0.32,-0.14
29.599945,-0.27,0.34,-0.12
29.603294,-0.22,0.35,-0.10
29.605014,-0.16,0.36,-0.08
29.605923,-0.11,0.36,-0.05
29.608462,-0.05,0.36,-0.03
29.610456,0.01,0.36,-0.00
29.613569,0.06,0.36,0.02
29.616742,0.12,0.35,0.05
29.621943,0.18,0.35,0.07
29.623159,0.23,0.33,0.09
29.623705,0.29,0.32,0.11
29.626311,0.34,0.30,0.13
29.628506,0.38,0.28,0.15
29.630981,0.42,0.26,0.17
29.633088,0.45,0.24,0.18
29.635212,0.48,0.22,0.19
29.637060,0.51,0.20,0.20
29.640380,0.53,0.18,0.21
29.642584,0.55,0.17,0.22
29.645143,0.56,0.15,0.23
29.649890,0.57,0.14,0.24
29.650664,0.58,0.12,0.24
29.654020,0.58,0.11,0.25
29.654719,0.58,0.10,0.25
29.659406,0.58,0.09,0.25
29.660108,0.58,0.08,0.26
29.662316,0.58,0.06,0.26
29.671942,0.58,0.05,0.26
29.673415,0.58,0.03,0.26
29.673912,0.58,0.01,0.26
29.674297,0.58,-0.00,0.26
29.674671,0.57,-0.02,0.26
29.677741,0.57,-0.04,0.25
29.680631,0.56,-0.06,0.25
29.681563,0.55,-0.08,0.25
29.695209,0.55,-0.10,0.25
29.696577,0.54,-0.12,0.25
29.696986,0.53,-0.14,0.25
29.697326,0.51,-0.15,0.25
29.697654,0.50,-0.17,0.24
29.697956,0.48,-0.18,0.24
29.701998,0.46,-0.19,0.25
29.702941,0.43,-0.21,0.25
29.703690,0.41,-0.22,0.25
29.706706,0.38,-0.23,0.25
29.709856,0.35,-0.23,0.25
29.710925,0.32,-0.24,0.25
29.714390,0.29,-0.25,0.25
29.717219,0.26,-0.26,0.25
29.718515,0.22,-0.27,0.26
29.721484,0.18,-0.27,0.26
29.723311,0.14,-0.28,0.26
29.725772,0.10,-0.29,0.27
29.728672,0.05,-0.30,0.27
29.732223,0.00,-0.30,0.28
29.733412,-0.05,-0.32,0.28
29.736522,-0.10,-0.33,0.28
29.738186,-0.16,-0.33,0.29
29.741260,-0.22,-0.34,0.29
29.743220,-0.28,-0.35,0.30
29.745992,-0.34,-0.35,0.30
29.748422,-0.40,-0.36,0.30
29.750827,-0.46,-0.36,0.30
29.753336,-0.52,-0.36,0.30
29.755953,-0.57,-0.37,0.30
29.758406,-0.63,-0.37,0.29
29.760964,-0.68,-0.38,0.29
29.763032,-0.73,-0.39,0.29
29.770751,-0.78,-0.41,0.28
29.771982,-0.83,-0.43,0.27
29.772637,-0.87,-0.45,0.27
29.773060,-0.92,-0.46,0.26
29.775001,-0.97,-0.48,0.25
29.780699,-1.02,-0.49,0.25
29.791097,-1.07,-0.50,0.24
29.792379,-1.12,-0.50,0.24
29.792907,-1.17,-0.52,0.24
29.793404,-1.23,-0.52,0.24
29.793893,-1.28,-0.53,0.24
29.794334,-1.33,-0.54,0.24
29.796000,-1.38,-0.54,0.24
29.799757,-1.43,-0.54,0.24
29.801098,-1.47,-0.54,0.24
29.803660,-1.50,-0.53,0.25
29.804261,-1.52,-0.52,0.25
29.807415,-1.54,-0.51,0.26
29.810874,-1.55,-0.49,0.26
29.813048,-1.54,-0.47,0.26
29.817362,-1.53,-0.45,0.25
29.818804,-1.50,-0.42,0.24
29.820276,-1.47,-0.39,0.23
29.822223,-1.42,-0.35,0.22
29.825131,-1.37,-0.30,0.20
29.827302,-1.31,-0.25,0.18
29.831500,-1.24,-0.19,0.16
29.832852,-1.17,-0.14,0.14
29.835470,-1.09,-0.09,0.12
29.837363,-1.00,-0.03,0.10
29.840452,-0.90,0.01,0.08
29.843128,-0.80,0.06,0.05
29.845372,-0.70,0.10,0.04
29.848035,-0.59,0.14,0.03
29.849582,-0.47,0.16,0.02
29.851911,-0.36,0.19,0.01
29.856102,-0.24,0.21,0.01
29.857078,-0.13,0.22,0.01
29.859983,-0.01,0.23,0.01
29.862267,0.09,0.23,0.02
29.869881,0.20,0.23,0.04
29.871128,0.29,0.23,0.05
29.871656,0.37,0.22,0.07
29.872442,0.45,0.21,0.09
29.874817,0.52,0.19,0.11
29.876554,0.58,0.18,0.13
29.881094,0.63,0.16,0.15
29.881823,0.68,0.14,0.17
29.892895,0.71,0.13,0.18
29.894168,0.75,0.12,0.19
29.894667,0.77,0.10,0.21
29.895131,0.79,0.09,0.21
29.895601,0.81,0.07,0.22
29.896068,0.82,0.06,0.23
29.901202,0.83,0.04,0.24
29.902120,0.83,0.03,0.24
29.904195,0.83,0.02,0.25
29.906583,0.83,0.00,0.25
29.907898,0.82,-0.01,0.26
29.911149,0.82,-0.03,0.26
29.913403,0.81,-0.04,0.27
29.916010,0.80,-0.05,0.27
29.919125,0.78,-0.07,0.27
29.920538,0.77,-0.08,0.28
29.923791,0.75,-0.10,0.28
29.925832,0.73,-0.11,0.29
29.929675,0.71,-0.12,0.29
29.930701,0.68,-0.14,0.30
29.933113,0.65,-0.15,0.31
29.935527,0.61,-0.17,0.32
29.938411,0.57,-0.18,0.33
29.941784,0.53,-0.18,0.34
29.942517,0.49,-0.19,0.34
29.946985,0.45,-0.19,0.35
29.948245,0.40,-0.19,0.36
29.950219,0.35,-0.19,0.37
29.952663,0.29,-0.19,0.38
29.954986,0.23,-0.19,0.39
29.957623,0.17,-0.19,0.40
29.960499,0.12,-0.18,0.41
29.968092,0.05,-0.18,0.42
29.969400,-0.00,-0.17,0.42
29.969916,-0.06,-0.16,0.43
29.970342,-0.12,-0.14,0.43
29.972570,-0.18,-0.13,0.44
29.976498,-0.23,-0.12,0.44
29.977036,-0.29,-0.11,0.44
29.987967,-0.34,-0.09,0.44
29.988986,-0.38,-0.08,0.44
29.989409,-0.43,-0.06,0.45
29.989756,-0.47,-0.05,0.44
29.990069,-0.50,-0.03,0.44
29.993635,-0.53,-0.02,0.44
29.996592,-0.56,-0.00,0.44
29.997716,-0.58,0.01,0.44
29.999976,-0.59,0.02,0.43
30.002311,-0.60,0.03,0.43
30.005318,-0.61,0.04,0.43
30.007910,-0.61,0.04,0.43
30.010069,-0.61,0.04,0.43
30.013129,-0.60,0.04,0.43
30.015933,-0.60,0.03,0.43
30.017755,-0.59,0.03,0.43
30.021954,-0.58,0.02,0.43
30.022548,-0.56,0.01,0.44
30.024577,-0.55,0.00,0.44
30.029670,-0.54,-0.00,0.45
30.030352,-0.52,-0.01,0.45
30.031941,-0.50,-0.02,0.45
30.034367,-0.48,-0.03,0.46
30.039331,-0.46,-0.03,0.47
30.040070,-0.44,-0.04,0.47
30.042311,-0.42,-0.05,0.48
30.050440,-0.40,-0.05,0.48
30.051676,-0.37,-0.06,0.49
30.052191,-0.35,-0.06,0.49
30.052683,-0.33,-0.06,0.49
30.053783,-0.31,-0.06,0.49
30.056825,-0.28,-0.07,0.49
30.060932,-0.26,-0.07,0.49
30.061815,-0.24,-0.07,0.49
30.076397,-0.22,-0.06,0.49
30.077465,-0.21,-0.06,0.49
30.077880,-0.19,-0.06,0.49
30.078242,-0.17,-0.06,0.49
30.078562,-0.15,-0.05,0.49
30.078854,-0.14,-0.05,0.48
30.079151,-0.11,-0.04,0.48
30.081574,-0.10,-0.04,0.48
30.084624,-0.08,-0.03,0.48
30.086356,-0.06,-0.03,0.48
30.088506,-0.04,-0.03,0.48
30.091472,-0.02,-0.03,0.48
30.094193,0.01,-0.02,0.48
30.097019,0.03,-0.02,0.48
30.098585,0.05,-0.02,0.48
30.101541,0.07,-0.02,0.48
30.105540,0.09,-0.02,0.49
30.106109,0.11,-0.01,0.49
30.108605,0.12,-0.02,0.49
30.110827,0.13,-0.02,0.49
30.114183,0.14,-0.02,0.49
30.116256,0.15,-0.03,0.49
30.117696,0.16,-0.03,0.49
30.121133,0.17,-0.04,0.49
30.122906,0.18,-0.04,0.49
30.126010,0.18,-0.05,0.49
30.128388,0.19,-0.05,0.49
30.131238,0.19,-0.06,0.49
30.133048,0.20,-0.06,0.48
30.135725,0.20,-0.06,0.48
30.138551,0.21,-0.07,0.48
30.140789,0.21,-0.07,0.48
30.143562,0.21,-0.07,0.48
30.146219,0.21,-0.07,0.48
30.147741,0.22,-0.08,0.47
30.150795,0.22,-0.08,0.47
30.152396,0.22,-0.08,0.47
30.155157,0.22,-0.08,0.47
30.158803,0.23,-0.08,0.46
30.162204,0.23,-0.09,0.46
30.163687,0.24,-0.09,0.46
30.165575,0.24,-0.10,0.45
30.167074,0.24,-0.10,0.45
30.170598,0.24,-0.11,0.44
30.173307,0.24,-0.11,0.44
30.175340,0.24,-0.11,0.44
30.177375,0.24,-0.11,0.43
30.179278,0.23,-0.12,0.43
30.192950,0.23,-0.12,0.42
30.194321,0.22,-0.11,0.42
30.194902,0.22,-0.11,0.41
30.195325,0.21,-0.11,0.41
30.195728,0.20,-0.11,0.40
30.197055,0.20,-0.12,0.39
30.197690,0.19,-0.12,0.38
30.200569,0.18,-0.12,0.37
30.204700,0.18,-0.13,0.37
30.205407,0.17,-0.13,0.35
30.206928,0.17,-0.14,0.34
30.213338,0.17,-0.14,0.33
30.214361,0.16,-0.15,0.32
30.214753,0.17,-0.15,0.31
30.217390,0.17,-0.15,0.30
30.220052,0.17,-0.16,0.29
30.222236,0.18,-0.16,0.28
30.224026,0.18,-0.17,0.27
30.226181,0.19,-0.17,0.27
30.229220,0.20,-0.18,0.26
30.232044,0.21,-0.18,0.26
30.234333,0.22,-0.19,0.25
30.236879,0.23,-0.19,0.25
30.241326,0.23,-0.20,0.25
30.242046,0.24,-0.20,0.25
30.244454,0.25,-0.20,0.25
30.246306,0.25,-0.20,0.25
30.249266,0.25,-0.20,0.25
30.251870,0.25,-0.20,0.25
30.253472,0.25,-0.19,0.24
30.257913,0.24,-0.19,0.24
30.258735,0.23,-0.18,0.23
30.261773,0.22,-0.18,0.23
30.263182,0.20,-0.17,0.22
30.266133,0.19,-0.16,0.21
30.268899,0.17,-0.15,0.20
30.271131,0.15,-0.14,0.19
30.273533,0.14,-0.13,0.18
30.281486,0.12,-0.12,0.17
30.282696,0.09,-0.11,0.16
30.283167,0.07,-0.10,0.15
30.283552,0.05,-0.09,0.14
30.286610,0.03,-0.09,0.13
30.288577,0.01,-0.07,0.12
30.292677,-0.01,-0.06,0.11
30.293419,-0.03,-0.05,0.10
30.311707,-0.04,-0.03,0.10
30.313109,-0.06,-0.02,0.09
30.314118,-0.07,-0.01,0.08
30.314595,-0.08,-0.00,0.08
30.314938,-0.09,0.01,0.08
30.315264,-0.09,0.01,0.08
30.315556,-0.09,0.02,0.08
30.315829,-0.08,0.02,0.08
30.316089,-0.08,0.02,0.08
30.318417,-0.07,0.03,0.09
30.321257,-0.05,0.03,0.09
30.321859,-0.04,0.03,0.10
30.326637,-0.02,0.03,0.10
30.327817,-0.01,0.03,0.11
30.330002,0.01,0.03,0.11
30.332924,0.03,0.03,0.12
30.334276,0.05,0.02,0.13
30.338495,0.07,0.02,0.13
30.339811,0.09,0.01,0.14
30.343197,0.11,0.01,0.14
30.344901,0.13,0.00,0.15
30.347735,0.15,-0.01,0.15
30.349984,0.17,-0.02,0.15
30.352381,0.18,-0.03,0.16
30.355189,0.20,-0.04,0.15
30.358576,0.22,-0.06,0.16
30.360162,0.24,-0.07,0.16
30.362183,0.26,-0.08,0.16
30.363971,0.28,-0.09,0.16
30.367436,0.30,-0.10,0.15
30.369662,0.31,-0.11,0.16
30.372216,0.32,-0.13,0.15
30.380053,0.34,-0.14,0.15
30.381471,0.34,-0.15,0.15
30.382020,0.35,-0.16,0.15
30.382412,0.35,-0.16,0.15
30.385583,0.35,-0.16,0.15
30.386243,0.35,-0.16,0.14
30.403039,0.34,-0.16,0.14
30.404119,0.34,-0.16,0.13
30.404670,0.33,-0.16,0.13
30.405070,0.32,-0.15,0.12
30.405390,0.31,-0.14,0.11
30.405701,0.29,-0.13,0.11
30.405998,0.28,-0.12,0.10
30.409678,0.27,-0.11,0.10
30.410792,0.25,-0.09,0.09
30.412079,0.24,-0.08,0.08
30.413906,0.22,-0.06,0.08
30.416462,0.21,-0.06,0.07
30.419946,0.19,-0.04,0.07
30.421628,0.18,-0.03,0.06
30.424209,0.16,-0.02,0.06
30.426885,0.15,-0.01,0.06
30.428361,0.13,-0.00,0.06
30.433049,0.12,0.01,0.07
30.433615,0.10,0.03,0.07
30.436756,0.09,0.03,0.07
30.438726,0.07,0.04,0.07
30.441506,0.06,0.05,0.07
30.444380,0.05,0.06,0.08
30.446249,0.04,0.07,0.08
30.449053,0.03,0.08,0.08
30.451523,0.02,0.09,0.08
30.453475,0.01,0.10,0.08
30.456913,0.00,0.11,0.08
30.459008,-0.00,0.12,0.08
30.460511,-0.01,0.13,0.08
30.463659,-0.01,0.14,0.08
30.465757,-0.01,0.15,0.08
30.468219,-0.01,0.16,0.08
30.470244,-0.01,0.16,0.08
30.478867,-0.01,0.17,0.08
30.480119,-0.01,0.18,0.08
30.480728,-0.01,0.19,0.08
30.481154,-0.01,0.20,0.08
30.484593,-0.01,0.21,0.08
30.485280,-0.02,0.22,0.08
30.501405,-0.02,0.23,0.08
30.502435,-0.02,0.24,0.08
30.502856,-0.01,0.25,0.07
30.503212,-0.01,0.26,0.07
30.503527,-0.01,0.26,0.07
30.503829,-0.00,0.27,0.07
30.504142,0.00,0.27,0.07
30.508118,0.01,0.28,0.07
30.509389,0.02,0.28,0.07
30.511234,0.02,0.29,0.07
30.511909,0.03,0.29,0.06
30.515294,0.04,0.30,0.06
30.516947,0.05,0.31,0.06
30.520377,0.07,0.31,0.06
30.522663,0.08,0.32,0.06
30.525364,0.09,0.33,0.06
30.527278,0.10,0.34,0.06
30.530092,0.11,0.35,0.07
30.532682,0.12,0.36,0.07
30.535841,0.13,0.37,0.08
30.536863,0.14,0.38,0.08
30.539545,0.15,0.39,0.08
30.543350,0.16,0.40,0.09
30.544635,0.17,0.41,0.09
30.546817,0.18,0.43,0.10
30.550292,0.20,0.45,0.11
30.552136,0.21,0.47,0.12
30.555337,0.23,0.49,0.14
30.556601,0.25,0.52,0.15
30.559279,0.27,0.54,0.16
30.561978,0.29,0.56,0.18
30.564602,0.31,0.58,0.20
30.566889,0.34,0.59,0.22
30.570308,0.35,0.59,0.24
30.571111,0.37,0.58,0.26
30.584502,0.38,0.57,0.28
30.585793,0.39,0.55,0.29
30.586296,0.39,0.53,0.30
30.586673,0.38,0.51,0.30
30.587129,0.37,0.49,0.29
30.587498,0.34,0.48,0.28
30.616404,0.29,0.48,0.26
30.617409,0.24,0.48,0.23
30.617805,0.18,0.50,0.20
30.618128,0.10,0.52,0.17
30.618416,0.03,0.55,0.14
30.618670,-0.06,0.58,0.11
30.618923,-0.15,0.62,0.07
30.619187,-0.24,0.65,0.05
30.619432,-0.32,0.68,0.02
30.619680,-0.41,0.71,-0.01
30.619927,-0.49,0.73,-0.03
30.620197,-0.56,0.75,-0.05
30.620565,-0.62,0.77,-0.07
30.624444,-0.68,0.78,-0.09
30.625615,-0.72,0.79,-0.10
30.625912,-0.75,0.79,-0.11
30.631111,-0.77,0.78,-0.11
30.631696,-0.77,0.76,-0.11
30.634488,-0.77,0.74,-0.10
30.636511,-0.74,0.70,-0.09
30.638853,-0.70,0.67,-0.07
30.640998,-0.64,0.62,-0.05
30.643615,-0.57,0.57,-0.03
30.646271,-0.48,0.51,-0.01
30.648534,-0.37,0.44,0.02
30.650781,-0.25,0.37,0.05
30.654552,-0.12,0.29,0.08
30.655971,0.02,0.21,0.12
30.657283,0.17,0.12,0.15
30.660801,0.33,0.04,0.18
30.662967,0.49,-0.05,0.21
30.665615,0.64,-0.14,0.23
30.667978,0.80,-0.22,0.26
30.677857,0.96,-0.30,0.28
30.679431,1.10,-0.38,0.30
30.680004,1.24,-0.45,0.32
30.680519,1.36,-0.51,0.34
30.680934,1.47,-0.55,0.36
30.684885,1.57,-0.59,0.37
30.685685,1.65,-0.61,0.38
30.704885,1.72,-0.63,0.38
30.705802,1.78,-0.65,0.38
30.706087,1.81,-0.65,0.38
30.706330,1.84,-0.65,0.38
30.706571,1.86,-0.65,0.38
30.706813,1.86,-0.65,0.37
30.707055,1.86,-0.64,0.36
30.707301,1.85,-0.63,0.35
30.707541,1.82,-0.61,0.34
30.710015,1.80,-0.59,0.33
30.712851,1.76,-0.57,0.32
30.715243,1.71,-0.55,0.31
30.719118,1.66,-0.53,0.29
30.719832,1.60,-0.50,0.28
30.722228,1.53,-0.48,0.26
30.726208,1.46,-0.46,0.25
30.726870,1.38,-0.45,0.23
30.729719,1.30,-0.43,0.22
30.732150,1.21,-0.41,0.20
30.733825,1.12,-0.39,0.19
30.737511,1.01,-0.36,0.17
30.740266,0.91,-0.34,0.15
30.741492,0.81,-0.31,0.13
30.744550,0.69,-0.28,0.11
30.746680,0.58,-0.24,0.09
30.749775,0.46,-0.21,0.06
30.752704,0.34,-0.16,0.03
30.753811,0.22,-0.12,0.01
30.757029,0.10,-0.07,-0.02
30.759883,-0.03,-0.02,-0.05
30.762186,-0.15,0.03,-0.08
30.764572,-0.27,0.08,-0.11
30.767218,-0.39,0.14,-0.15
30.774933,-0.51,0.19,-0.18
30.776176,-0.61,0.25,-0.21
30.776976,-0.71,0.30,-0.24
30.777387,-0.81,0.35,-0.27
30.780596,-0.90,0.41,-0.30
30.781208,-0.97,0.45,-0.32
30.784519,-1.04,0.50,-0.34
30.795645,-1.10,0.55,-0.36
30.796870,-1.16,0.59,-0.38
30.797383,-1.20,0.63,-0.39
30.797917,-1.23,0.67,-0.39
30.798275,-1.25,0.70,-0.40
30.798595,-1.27,0.73,-0.40
30.801267,-1.28,0.76,-0.40
30.804209,-1.27,0.78,-0.40
30.805381,-1.26,0.79,-0.39
30.808784,-1.25,0.81,-0.38
30.810645,-1.22,0.81,-0.37
30.814193,-1.19,0.82,-0.36
30.815411,-1.15,0.82,-0.35
30.819749,-1.10,0.82,-0.33
30.821409,-1.04,0.81,-0.32
30.822849,-0.98,0.80,-0.30
30.826305,-0.92,0.78,-0.27
30.827576,-0.85,0.76,-0.25
30.830268,-0.78,0.73,-0.23
30.835035,-0.70,0.70,-0.21
30.835950,-0.62,0.66,-0.18
30.838244,-0.54,0.61,-0.16
30.840456,-0.46,0.56,-0.14
30.843273,-0.37,0.51,-0.13
30.845765,-0.29,0.46,-0.11
30.847726,-0.21,0.40,-0.09
30.851563,-0.13,0.34,-0.08
30.852935,-0.05,0.28,-0.07
30.855367,0.02,0.23,-0.05
30.857236,0.08,0.17,-0.05
30.860247,0.14,0.12,-0.04
30.862659,0.20,0.07,-0.03
30.864969,0.24,0.02,-0.03
30.866849,0.28,-0.02,-0.03
30.874140,0.32,-0.06,-0.03
30.875351,0.34,-0.09,-0.03
30.875840,0.36,-0.11,-0.03
30.880642,0.37,-0.13,-0.04
30.881423,0.38,-0.14,-0.04
30.884529,0.38,-0.15,-0.05
30.885240,0.38,-0.16,-0.06
30.887233,0.37,-0.16,-0.06
30.898232,0.37,-0.16,-0.07
30.899484,0.36,-0.17,-0.08
30.899953,0.36,-0.17,-0.08
30.900374,0.36,-0.17,-0.09
30.900739,0.36,-0.17,-0.09
30.901814,0.36,-0.17,-0.09
30.905771,0.35,-0.16,-0.10
30.907923,0.35,-0.16,-0.10
30.908569,0.35,-0.16,-0.11
30.912523,0.36,-0.15,-0.11
30.914406,0.36,-0.15,-0.12
30.917779,0.37,-0.15,-0.12
30.918826,0.37,-0.15,-0.13
30.921820,0.38,-0.15,-0.14
30.925177,0.39,-0.14,-0.14
30.926648,0.40,-0.14,-0.15
30.929088,0.40,-0.14,-0.16
30.931497,0.41,-0.14,-0.17
30.934328,0.41,-0.15,-0.17
30.936083,0.41,-0.15,-0.18
30.938364,0.41,-0.15,-0.19
30.941827,0.41,-0.16,-0.20
30.943533,0.41,-0.16,-0.20
30.946539,0.40,-0.17,-0.21
30.950422,0.39,-0.17,-0.22
30.951646,0.38,-0.17,-0.22
30.954485,0.36,-0.18,-0.23
30.955370,0.35,-0.18,-0.24
30.958496,0.32,-0.19,-0.25
30.961393,0.30,-0.19,-0.26
30.963217,0.27,-0.19,-0.28
30.965465,0.24,-0.20,-0.28
30.972772,0.20,-0.20,-0.30
30.973941,0.17,-0.20,-0.31
30.974481,0.13,-0.20,-0.32
30.976611,0.09,-0.20,-0.33
30.980488,0.04,-0.19,-0.34
30.981087,0.00,-0.19,-0.34
30.993689,-0.04,-0.18,-0.35
30.994962,-0.08,-0.17,-0.36
30.995479,-0.13,-0.16,-0.36
30.995967,-0.16,-0.14,-0.36
30.996525,-0.20,-0.13,-0.37
30.996921,-0.23,-0.12,-0.37
30.999696,-0.26,-0.10,-0.37
31.000934,-0.28,-0.08,-0.37
31.003489,-0.31,-0.06,-0.37
31.005515,-0.32,-0.05,-0.37
31.008400,-0.34,-0.03,-0.37
31.011058,-0.35,-0.01,-0.37
31.014216,-0.37,-0.00,-0.37
31.017368,-0.38,0.01,-0.37
31.018597,-0.39,0.03,-0.37
31.020203,-0.40,0.04,-0.37
31.022204,-0.41,0.06,-0.37
31.025800,-0.42,0.07,-0.36
31.027466,-0.43,0.08,-0.36
31.030465,-0.44,0.09,-0.35
31.033030,-0.44,0.10,-0.35
31.034971,-0.45,0.11,-0.34
31.037451,-0.45,0.11,-0.33
31.040143,-0.45,0.12,-0.33
31.042386,-0.45,0.12,-0.32
31.046082,-0.45,0.13,-0.31
31.047191,-0.45,0.13,-0.31
31.049806,-0.46,0.14,-0.30
31.052509,-0.46,0.15,-0.30
31.054989,-0.46,0.15,-0.29
31.057306,-0.47,0.16,-0.29
31.060714,-0.47,0.17,-0.29
31.062441,-0.48,0.18,-0.28
31.076168,-0.48,0.19,-0.28
31.077493,-0.48,0.20,-0.27
31.078018,-0.48,0.21,-0.27
31.078412,-0.49,0.21,-0.27
31.078786,-0.48,0.22,-0.26
31.079159,-0.48,0.22,-0.25
31.079534,-0.48,0.22,-0.24
31.098939,-0.47,0.22,-0.24
31.100117,-0.47,0.21,-0.23
31.100700,-0.46,0.20,-0.22
31.101093,-0.46,0.20,-0.21
31.101401,-0.45,0.19,-0.20
31.101702,-0.44,0.17,-0.19
31.101987,-0.43,0.16,-0.18
31.102262,-0.41,0.15,-0.17
31.102541,-0.40,0.14,-0.16
31.103886,-0.39,0.12,-0.15
31.106719,-0.37,0.11,-0.13
31.108797,-0.36,0.09,-0.12
31.111550,-0.33,0.07,-0.10
31.115383,-0.31,0.06,-0.09
31.116726,-0.29,0.04,-0.07
31.118922,-0.27,0.03,-0.06
31.121301,-0.25,0.02,-0.04
31.123573,-0.24,0.01,-0.03
31.126925,-0.22,-0.00,-0.02
31.129284,-0.21,-0.01,-0.01
31.132139,-0.19,-0.02,-0.01
31.133944,-0.17,-0.03,-0.00
31.136117,-0.16,-0.04,-0.00
31.139982,-0.14,-0.05,-0.00
31.140810,-0.12,-0.05,0.00
31.143814,-0.10,-0.05,0.00
31.148247,-0.08,-0.06,0.00
31.149520,-0.07,-0.06,0.00
31.150872,-0.05,-0.07,0.00
31.153251,-0.03,-0.08,0.01
31.155908,-0.01,-0.09,0.01
31.158622,0.00,-0.10,0.01
31.161205,0.02,-0.12,0.01
31.164531,0.03,-0.13,0.01
31.165807,0.05,-0.14,0.02
31.168185,0.06,-0.15,0.02
